feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,clor_val
0.15525864,0.16959299,0.16363811,0.16323113,0.1794069,0.18587297,0.18269463,0.19145946,0.17830792
0.16323113,0.17830792,0.1794069,0.18587297,0.19145946,0.18587297,0.18321872,0.18321872,0.18269463
0.18587297,0.18269463,0.19145946,0.18587297,0.18321872,0.17930326,0.20527454,0.20175333,0.18321872
0.18587297,0.18321872,0.18321872,0.17930326,0.20175333,0.16708826,0.19058272,0.18853909,0.20527454
0.17930326,0.20527454,0.20175333,0.16708826,0.18853909,0.16038974,0.18671246,0.18671246,0.19058272
0.16708826,0.19058272,0.18853909,0.16038974,0.18671246,0.19610022,0.19610022,0.19701482,0.18671246
0.16038974,0.18671246,0.18671246,0.19610022,0.19701482,0.1957356,0.21212055,0.21624729,0.19610022
0.19610022,0.19610022,0.19701482,0.1957356,0.21624729,0.1957356,0.21212055,0.24160959,0.21212055
0.1957356,0.21212055,0.21624729,0.1957356,0.24160959,0.21148199,0.25460827,0.25537527,0.21212055
0.1957356,0.21212055,0.24160959,0.21148199,0.25537527,0.21950313,0.20316568,0.2239714,0.25460827
0.21014364,0.14794032,0.1506361,0.1727923,0.19654895,0.19908729,0.1990191,0.18316065,0.20025812
0.1727923,0.20025812,0.19654895,0.19908729,0.18316065,0.20107274,0.20497502,0.26418003,0.1990191
0.16257615,0.17520952,0.17452036,0.17104009,0.17452036,0.17661633,0.17609034,0.17500296,0.18232977
0.17104009,0.18232977,0.17452036,0.17661633,0.17500296,0.22468382,0.1992965,0.13547008,0.17609034
0.17661633,0.17609034,0.17500296,0.22468382,0.13547008,0.21620521,0.20800641,0.17027593,0.1992965
0.22468382,0.1992965,0.13547008,0.21620521,0.17027593,0.20547242,0.18930621,0.18908168,0.20800641
0.21620521,0.20800641,0.17027593,0.20547242,0.18908168,0.20969449,0.20969449,0.19944122,0.18930621
0.20547242,0.18930621,0.18908168,0.20969449,0.19944122,0.2368745,0.21849346,0.20028497,0.20969449
0.20969449,0.20969449,0.19944122,0.2368745,0.20028497,0.21635063,0.1899402,0.1899402,0.21849346
0.2368745,0.21849346,0.20028497,0.21635063,0.1899402,0.23177363,0.21653225,0.2086631,0.1899402
0.21635063,0.1899402,0.1899402,0.23177363,0.2086631,0.2551751,0.23630874,0.20644015,0.21653225
0.23177363,0.21653225,0.2086631,0.2551751,0.20644015,0.23319007,0.2143969,0.21359727,0.23630874
0.16959299,0.16363811,0.1694167,0.17830792,0.16401733,0.18269463,0.19145946,0.19145946,0.1794069
0.17830792,0.1794069,0.16401733,0.18269463,0.19145946,0.18321872,0.18321872,0.19824418,0.19145946
0.18269463,0.19145946,0.19145946,0.18321872,0.19824418,0.20527454,0.20175333,0.19457148,0.18321872
0.18321872,0.18321872,0.19824418,0.20527454,0.19457148,0.19058272,0.18853909,0.18771377,0.20175333
0.20527454,0.20175333,0.19457148,0.19058272,0.18771377,0.18671246,0.18671246,0.18855682,0.18853909
0.19058272,0.18853909,0.18771377,0.18671246,0.18855682,0.19610022,0.19701482,0.1902735,0.18671246
0.18671246,0.18671246,0.18855682,0.19610022,0.1902735,0.21212055,0.21624729,0.21158357,0.19701482
0.19610022,0.19701482,0.1902735,0.21212055,0.21158357,0.21212055,0.24160959,0.24773945,0.21624729
0.21212055,0.21624729,0.21158357,0.21212055,0.24773945,0.25460827,0.25537527,0.231998,0.24160959
0.21212055,0.24160959,0.24773945,0.25460827,0.231998,0.20316568,0.2239714,0.24333675,0.25537527
0.25460827,0.25537527,0.231998,0.20316568,0.24333675,0.20316568,0.18514067,0.2095118,0.2239714
0.20316568,0.2239714,0.24333675,0.20316568,0.2095118,0.20006493,0.1964008,0.1964008,0.18514067
0.20316568,0.18514067,0.2095118,0.20006493,0.1964008,0.19339296,0.19339296,0.18676835,0.1964008
0.20006493,0.1964008,0.1964008,0.19339296,0.18676835,0.18078111,0.20569262,0.20117451,0.19339296
0.19339296,0.19339296,0.18676835,0.18078111,0.20117451,0.19119057,0.1904144,0.19147584,0.20569262
0.18078111,0.20569262,0.20117451,0.19119057,0.19147584,0.21011937,0.19242197,0.19293827,0.1904144
0.14794032,0.1506361,0.1811682,0.20025812,0.1811682,0.1990191,0.18316065,0.2355472,0.19654895
0.20025812,0.19654895,0.1811682,0.1990191,0.2355472,0.20497502,0.26418003,0.26418003,0.18316065
0.17520952,0.17452036,0.18984675,0.18232977,0.18984675,0.17609034,0.17500296,0.17973521,0.17452036
0.18232977,0.17452036,0.18984675,0.17609034,0.17973521,0.1992965,0.13547008,0.17973521,0.17500296
0.17609034,0.17500296,0.17973521,0.1992965,0.17973521,0.20800641,0.17027593,0.19874828,0.13547008
0.1992965,0.13547008,0.17973521,0.20800641,0.19874828,0.18930621,0.18908168,0.18908168,0.17027593
0.20800641,0.17027593,0.19874828,0.18930621,0.18908168,0.20969449,0.19944122,0.19117132,0.18908168
0.18930621,0.18908168,0.18908168,0.20969449,0.19117132,0.21849346,0.20028497,0.22146727,0.19944122
0.20969449,0.19944122,0.19117132,0.21849346,0.22146727,0.1899402,0.1899402,0.20126475,0.20028497
0.21849346,0.20028497,0.22146727,0.1899402,0.20126475,0.21653225,0.2086631,0.18942116,0.1899402
0.1899402,0.1899402,0.20126475,0.21653225,0.18942116,0.23630874,0.20644015,0.20413138,0.2086631
0.21653225,0.2086631,0.18942116,0.23630874,0.20413138,0.2143969,0.21359727,0.21235555,0.20644015
0.16363811,0.1694167,0.2250887,0.1794069,0.15570523,0.19145946,0.19145946,0.17510495,0.16401733
0.1794069,0.16401733,0.15570523,0.19145946,0.17510495,0.18321872,0.19824418,0.20707835,0.19145946
0.19145946,0.19145946,0.17510495,0.18321872,0.20707835,0.20175333,0.19457148,0.18749276,0.19824418
0.18321872,0.19824418,0.20707835,0.20175333,0.18749276,0.18853909,0.18771377,0.18771377,0.19457148
0.20175333,0.19457148,0.18749276,0.18853909,0.18771377,0.18671246,0.18855682,0.19527215,0.18771377
0.18853909,0.18771377,0.18771377,0.18671246,0.19527215,0.19701482,0.1902735,0.18872467,0.18855682
0.18671246,0.18855682,0.19527215,0.19701482,0.18872467,0.21624729,0.21158357,0.20896086,0.1902735
0.19701482,0.1902735,0.18872467,0.21624729,0.20896086,0.24160959,0.24773945,0.22148876,0.21158357
0.21624729,0.21158357,0.20896086,0.24160959,0.22148876,0.25537527,0.231998,0.22363125,0.24773945
0.24160959,0.24773945,0.22148876,0.25537527,0.22363125,0.2239714,0.24333675,0.23177351,0.231998
0.25537527,0.231998,0.22363125,0.2239714,0.23177351,0.18514067,0.2095118,0.2095118,0.24333675
0.2239714,0.24333675,0.23177351,0.18514067,0.2095118,0.1964008,0.1964008,0.19303992,0.2095118
0.18514067,0.2095118,0.2095118,0.1964008,0.19303992,0.19339296,0.18676835,0.1909127,0.1964008
0.1964008,0.1964008,0.19303992,0.19339296,0.1909127,0.20569262,0.20117451,0.20117451,0.18676835
0.19339296,0.18676835,0.1909127,0.20569262,0.20117451,0.1904144,0.19147584,0.20143579,0.20117451
0.20569262,0.20117451,0.20117451,0.1904144,0.20143579,0.19242197,0.19293827,0.17459086,0.19147584
0.1506361,0.1811682,0.19847243,0.19654895,0.23199105,0.18316065,0.2355472,0.18804951,0.1811682
0.17452036,0.18984675,0.18921447,0.17500296,0.5343154,0.13547008,0.17973521,0.18696296,0.17973521
0.17500296,0.17973521,0.5343154,0.13547008,0.18696296,0.17027593,0.19874828,0.21719162,0.17973521
0.13547008,0.17973521,0.18696296,0.17027593,0.21719162,0.18908168,0.18908168,0.22030078,0.19874828
0.17027593,0.19874828,0.21719162,0.18908168,0.22030078,0.19944122,0.19117132,0.22030078,0.18908168
0.18908168,0.18908168,0.22030078,0.19944122,0.22030078,0.20028497,0.22146727,0.16844946,0.19117132
0.19944122,0.19117132,0.22030078,0.20028497,0.16844946,0.1899402,0.20126475,0.19386703,0.22146727
0.20028497,0.22146727,0.16844946,0.1899402,0.19386703,0.2086631,0.18942116,0.2066571,0.20126475
0.1899402,0.20126475,0.19386703,0.2086631,0.2066571,0.20644015,0.20413138,0.2066571,0.18942116
0.2086631,0.18942116,0.2066571,0.20644015,0.2066571,0.21359727,0.21235555,0.21850926,0.20413138
0.16401733,0.15570523,0.15570523,0.19145946,0.16688955,0.19824418,0.20707835,0.16289061,0.17510495
0.19145946,0.17510495,0.16688955,0.19824418,0.16289061,0.19457148,0.18749276,0.19212648,0.20707835
0.19824418,0.20707835,0.16289061,0.19457148,0.19212648,0.18771377,0.18771377,0.19411762,0.18749276
0.19457148,0.18749276,0.19212648,0.18771377,0.19411762,0.18855682,0.19527215,0.1802762,0.18771377
0.18771377,0.18771377,0.19411762,0.18855682,0.1802762,0.1902735,0.18872467,0.1898975,0.19527215
0.18855682,0.19527215,0.1802762,0.1902735,0.1898975,0.21158357,0.20896086,0.20327641,0.18872467
0.1902735,0.18872467,0.1898975,0.21158357,0.20327641,0.24773945,0.22148876,0.2167978,0.20896086
0.21158357,0.20896086,0.20327641,0.24773945,0.2167978,0.231998,0.22363125,0.21409878,0.22148876
0.24773945,0.22148876,0.2167978,0.231998,0.21409878,0.24333675,0.23177351,0.21109822,0.22363125
0.231998,0.22363125,0.21409878,0.24333675,0.21109822,0.2095118,0.2095118,0.19836782,0.23177351
0.24333675,0.23177351,0.21109822,0.2095118,0.19836782,0.1964008,0.19303992,0.19831662,0.2095118
0.2095118,0.2095118,0.19836782,0.1964008,0.19831662,0.18676835,0.1909127,0.1852009,0.19303992
0.1964008,0.19303992,0.19831662,0.18676835,0.1852009,0.20117451,0.20117451,0.20548064,0.1909127
0.18676835,0.1909127,0.1852009,0.20117451,0.20548064,0.19147584,0.20143579,0.18255156,0.20117451
0.20117451,0.20117451,0.20548064,0.19147584,0.18255156,0.19293827,0.17459086,0.17181565,0.20143579
0.19147584,0.20143579,0.18255156,0.19293827,0.17181565,0.19965145,0.19590041,0.19617485,0.17459086
0.19293827,0.17459086,0.17181565,0.19965145,0.19617485,0.19965145,0.20905206,0.20082712,0.19590041
0.19965145,0.19590041,0.19617485,0.19965145,0.20082712,0.1811682,0.19847243,0.19620556,0.20905206
0.19965145,0.20905206,0.20082712,0.1811682,0.19620556,0.1811682,0.23199105,0.23199105,0.19847243
0.1811682,0.19847243,0.19620556,0.1811682,0.23199105,0.2355472,0.18804951,0.20004356,0.23199105
0.19117132,0.22030078,0.1856847,0.22146727,0.17656793,0.20126475,0.19386703,0.15676206,0.16844946
0.22146727,0.16844946,0.17656793,0.20126475,0.15676206,0.18942116,0.2066571,0.1990793,0.19386703
0.20126475,0.19386703,0.15676206,0.18942116,0.1990793,0.20413138,0.2066571,0.20256251,0.2066571
0.18942116,0.2066571,0.1990793,0.20413138,0.20256251,0.21235555,0.21850926,0.20256251,0.2066571
0.15570523,0.15570523,0.12484328,0.17510495,0.16899721,0.20707835,0.16289061,0.17434105,0.16688955
0.17510495,0.16688955,0.16899721,0.20707835,0.17434105,0.18749276,0.19212648,0.18313521,0.16289061
0.20707835,0.16289061,0.17434105,0.18749276,0.18313521,0.18771377,0.19411762,0.18917768,0.19212648
0.18749276,0.19212648,0.18313521,0.18771377,0.18917768,0.19527215,0.1802762,0.18917768,0.19411762
0.18771377,0.19411762,0.18917768,0.19527215,0.18917768,0.18872467,0.1898975,0.19034444,0.1802762
0.19527215,0.1802762,0.18917768,0.18872467,0.19034444,0.20896086,0.20327641,0.21428604,0.1898975
0.18872467,0.1898975,0.19034444,0.20896086,0.21428604,0.22148876,0.2167978,0.2056543,0.20327641
0.20896086,0.20327641,0.21428604,0.22148876,0.2056543,0.22363125,0.21409878,0.20475015,0.2167978
0.22148876,0.2167978,0.2056543,0.22363125,0.20475015,0.23177351,0.21109822,0.21109822,0.21409878
0.22363125,0.21409878,0.20475015,0.23177351,0.21109822,0.2095118,0.19836782,0.19681802,0.21109822
0.23177351,0.21109822,0.21109822,0.2095118,0.19681802,0.19303992,0.19831662,0.1974644,0.19836782
0.2095118,0.19836782,0.19681802,0.19303992,0.1974644,0.1909127,0.1852009,0.18591242,0.19831662
0.19303992,0.19831662,0.1974644,0.1909127,0.18591242,0.20117451,0.20548064,0.19569121,0.1852009
0.1909127,0.1852009,0.18591242,0.20117451,0.19569121,0.20143579,0.18255156,0.19706151,0.20548064
0.20117451,0.20548064,0.19569121,0.20143579,0.19706151,0.17459086,0.17181565,0.19662613,0.18255156
0.20143579,0.18255156,0.19706151,0.17459086,0.19662613,0.19590041,0.19617485,0.18424234,0.17181565
0.17459086,0.17181565,0.19662613,0.19590041,0.18424234,0.20905206,0.20082712,0.21998617,0.19617485
0.19590041,0.19617485,0.18424234,0.20905206,0.21998617,0.19847243,0.19620556,0.19246297,0.20082712
0.20905206,0.20082712,0.21998617,0.19847243,0.19246297,0.23199105,0.23199105,0.21229969,0.19620556
0.19847243,0.19620556,0.19246297,0.23199105,0.21229969,0.18804951,0.20004356,0.20578958,0.23199105
0.22030078,0.1856847,0.18620679,0.16844946,0.16964966,0.19386703,0.15676206,0.1748286,0.17656793
0.16844946,0.17656793,0.16964966,0.19386703,0.1748286,0.2066571,0.1990793,0.19898681,0.15676206
0.19386703,0.15676206,0.1748286,0.2066571,0.19898681,0.2066571,0.20256251,0.1966447,0.1990793
0.2066571,0.1990793,0.19898681,0.2066571,0.1966447,0.21850926,0.20256251,0.21008699,0.20256251
0.2066571,0.20256251,0.1966447,0.21850926,0.21008699,0.1663055,0.18772373,0.18772373,0.20256251
0.15570523,0.12484328,0.15347277,0.16688955,0.15347277,0.16289061,0.17434105,0.19471574,0.16899721
0.16688955,0.16899721,0.15347277,0.16289061,0.19471574,0.19212648,0.18313521,0.16774476,0.17434105
0.16289061,0.17434105,0.19471574,0.19212648,0.16774476,0.19411762,0.18917768,0.1868186,0.18313521
0.19212648,0.18313521,0.16774476,0.19411762,0.1868186,0.1802762,0.18917768,0.18554328,0.18917768
0.19411762,0.18917768,0.1868186,0.1802762,0.18554328,0.1898975,0.19034444,0.17602699,0.18917768
0.1802762,0.18917768,0.18554328,0.1898975,0.17602699,0.20327641,0.21428604,0.17602699,0.19034444
0.1898975,0.19034444,0.17602699,0.20327641,0.17602699,0.2167978,0.2056543,0.19402078,0.21428604
0.20327641,0.21428604,0.17602699,0.2167978,0.19402078,0.21409878,0.20475015,0.20475015,0.2056543
0.2167978,0.2056543,0.19402078,0.21409878,0.20475015,0.21109822,0.21109822,0.20322603,0.20475015
0.21409878,0.20475015,0.20475015,0.21109822,0.20322603,0.19836782,0.19681802,0.19111927,0.21109822
0.21109822,0.21109822,0.20322603,0.19836782,0.19111927,0.19831662,0.1974644,0.19068871,0.19681802
0.19836782,0.19681802,0.19111927,0.19831662,0.19068871,0.1852009,0.18591242,0.20240079,0.1974644
0.19831662,0.1974644,0.19068871,0.1852009,0.20240079,0.20548064,0.19569121,0.19756195,0.18591242
0.1852009,0.18591242,0.20240079,0.20548064,0.19756195,0.18255156,0.19706151,0.17785308,0.19569121
0.20548064,0.19569121,0.19756195,0.18255156,0.17785308,0.17181565,0.19662613,0.18320046,0.19706151
0.18255156,0.19706151,0.17785308,0.17181565,0.18320046,0.19617485,0.18424234,0.19949652,0.19662613
0.17181565,0.19662613,0.18320046,0.19617485,0.19949652,0.20082712,0.21998617,0.21011259,0.18424234
0.19617485,0.18424234,0.19949652,0.20082712,0.21011259,0.19620556,0.19246297,0.19246297,0.21998617
0.20082712,0.21998617,0.21011259,0.19620556,0.19246297,0.23199105,0.21229969,0.20528163,0.19246297
0.19620556,0.19246297,0.19246297,0.23199105,0.20528163,0.20004356,0.20578958,0.26077628,0.21229969
0.1856847,0.18620679,0.13158545,0.17656793,0.15675543,0.15676206,0.1748286,0.17903213,0.16964966
0.17656793,0.16964966,0.15675543,0.15676206,0.17903213,0.1990793,0.19898681,0.1867189,0.1748286
0.15676206,0.1748286,0.17903213,0.1990793,0.1867189,0.20256251,0.1966447,0.20709346,0.19898681
0.1990793,0.19898681,0.1867189,0.20256251,0.20709346,0.20256251,0.21008699,0.20540899,0.1966447
0.20256251,0.1966447,0.20709346,0.20256251,0.20540899,0.18772373,0.18772373,0.17853078,0.21008699
0.17434105,0.19471574,0.15407388,0.18313521,0.14105669,0.18917768,0.1868186,0.18506283,0.16774476
0.18313521,0.16774476,0.14105669,0.18917768,0.18506283,0.18917768,0.18554328,0.18454237,0.1868186
0.18917768,0.1868186,0.18506283,0.18917768,0.18454237,0.19034444,0.17602699,0.19414872,0.18554328
0.18917768,0.18554328,0.18454237,0.19034444,0.19414872,0.21428604,0.17602699,0.19414872,0.17602699
0.19034444,0.17602699,0.19414872,0.21428604,0.19414872,0.2056543,0.19402078,0.19561116,0.17602699
0.21428604,0.17602699,0.19414872,0.2056543,0.19561116,0.20475015,0.20475015,0.20147961,0.19402078
0.2056543,0.19402078,0.19561116,0.20475015,0.20147961,0.21109822,0.20322603,0.20147961,0.20475015
0.20475015,0.20475015,0.20147961,0.21109822,0.20147961,0.19681802,0.19111927,0.20483132,0.20322603
0.21109822,0.20322603,0.20147961,0.19681802,0.20483132,0.1974644,0.19068871,0.20039222,0.19111927
0.19681802,0.19111927,0.20483132,0.1974644,0.20039222,0.18591242,0.20240079,0.20175937,0.19068871
0.1974644,0.19068871,0.20039222,0.18591242,0.20175937,0.19569121,0.19756195,0.20568952,0.20240079
0.18591242,0.20240079,0.20175937,0.19569121,0.20568952,0.19706151,0.17785308,0.20568952,0.19756195
0.19569121,0.19756195,0.20568952,0.19706151,0.20568952,0.19662613,0.18320046,0.19675802,0.17785308
0.19706151,0.17785308,0.20568952,0.19662613,0.19675802,0.18424234,0.19949652,0.20444447,0.18320046
0.19662613,0.18320046,0.19675802,0.18424234,0.20444447,0.21998617,0.21011259,0.21011259,0.19949652
0.18424234,0.19949652,0.20444447,0.21998617,0.21011259,0.19246297,0.19246297,0.18694896,0.21011259
0.21998617,0.21011259,0.21011259,0.19246297,0.18694896,0.21229969,0.20528163,0.23797148,0.19246297
0.19246297,0.19246297,0.18694896,0.21229969,0.23797148,0.20578958,0.26077628,0.22545655,0.20528163
0.18620679,0.13158545,0.12210495,0.16964966,0.1624771,0.1748286,0.17903213,0.17587204,0.15675543
0.16964966,0.15675543,0.1624771,0.1748286,0.17587204,0.19898681,0.1867189,0.17039679,0.17903213
0.1748286,0.17903213,0.17587204,0.19898681,0.17039679,0.1966447,0.20709346,0.19722503,0.1867189
0.19898681,0.1867189,0.17039679,0.1966447,0.19722503,0.21008699,0.20540899,0.20540899,0.20709346
0.1966447,0.20709346,0.19722503,0.21008699,0.20540899,0.18772373,0.17853078,0.20814726,0.20540899
0.19471574,0.15407388,0.14825636,0.16774476,0.16667354,0.1868186,0.18506283,0.18189709,0.14105669
0.16774476,0.14105669,0.16667354,0.1868186,0.18189709,0.18554328,0.18454237,0.18041585,0.18506283
0.1868186,0.18506283,0.18189709,0.18554328,0.18041585,0.17602699,0.19414872,0.19515142,0.18454237
0.18554328,0.18454237,0.18041585,0.17602699,0.19515142,0.17602699,0.19414872,0.19453795,0.19414872
0.17602699,0.19414872,0.19515142,0.17602699,0.19453795,0.19402078,0.19561116,0.19378528,0.19414872
0.17602699,0.19414872,0.19453795,0.19402078,0.19378528,0.20475015,0.20147961,0.20663969,0.19561116
0.19402078,0.19561116,0.19378528,0.20475015,0.20663969,0.20322603,0.20147961,0.20163672,0.20147961
0.20475015,0.20147961,0.20663969,0.20322603,0.20163672,0.19111927,0.20483132,0.21541066,0.20147961
0.20322603,0.20147961,0.20163672,0.19111927,0.21541066,0.19068871,0.20039222,0.20788187,0.20483132
0.19111927,0.20483132,0.21541066,0.19068871,0.20788187,0.20240079,0.20175937,0.19123273,0.20039222
0.19068871,0.20039222,0.20788187,0.20240079,0.19123273,0.19756195,0.20568952,0.18422088,0.20175937
0.20240079,0.20175937,0.19123273,0.19756195,0.18422088,0.17785308,0.20568952,0.24639267,0.20568952
0.19756195,0.20568952,0.18422088,0.17785308,0.24639267,0.18320046,0.19675802,0.1726261,0.20568952
0.17785308,0.20568952,0.24639267,0.18320046,0.1726261,0.19949652,0.20444447,0.20444447,0.19675802
0.18320046,0.19675802,0.1726261,0.19949652,0.20444447,0.21011259,0.21011259,0.21956554,0.20444447
0.19949652,0.20444447,0.20444447,0.21011259,0.21956554,0.19246297,0.18694896,0.18720609,0.21011259
0.21011259,0.21011259,0.21956554,0.19246297,0.18720609,0.20528163,0.23797148,0.23170707,0.18694896
0.19246297,0.18694896,0.18720609,0.20528163,0.23170707,0.26077628,0.22545655,0.26381004,0.23797148
0.13158545,0.12210495,0.16331604,0.15675543,0.17276356,0.17903213,0.17587204,0.16975796,0.1624771
0.15675543,0.1624771,0.17276356,0.17903213,0.16975796,0.1867189,0.17039679,0.17774801,0.17587204
0.17903213,0.17587204,0.16975796,0.1867189,0.17774801,0.20709346,0.19722503,0.19722503,0.17039679
0.1867189,0.17039679,0.17774801,0.20709346,0.19722503,0.20540899,0.20540899,0.19840673,0.19722503
0.20709346,0.19722503,0.19722503,0.20540899,0.19840673,0.17853078,0.20814726,0.20575295,0.20540899
0.15407388,0.14825636,0.18152376,0.14105669,0.1670507,0.18506283,0.18189709,0.1688638,0.16667354
0.14105669,0.16667354,0.1670507,0.18506283,0.1688638,0.18454237,0.18041585,0.18723947,0.18189709
0.18506283,0.18189709,0.1688638,0.18454237,0.18723947,0.19414872,0.19515142,0.1993077,0.18041585
0.18454237,0.18041585,0.18723947,0.19414872,0.1993077,0.19414872,0.19453795,0.19453795,0.19515142
0.19414872,0.19515142,0.1993077,0.19414872,0.19453795,0.19561116,0.19378528,0.19144267,0.19453795
0.19414872,0.19453795,0.19453795,0.19561116,0.19144267,0.20147961,0.20663969,0.2018047,0.19378528
0.19561116,0.19378528,0.19144267,0.20147961,0.2018047,0.20147961,0.20163672,0.1989197,0.20663969
0.20147961,0.20663969,0.2018047,0.20147961,0.1989197,0.20483132,0.21541066,0.20533226,0.20163672
0.20147961,0.20163672,0.1989197,0.20483132,0.20533226,0.20039222,0.20788187,0.21580184,0.21541066
0.20483132,0.21541066,0.20533226,0.20039222,0.21580184,0.20175937,0.19123273,0.21414234,0.20788187
0.20039222,0.20788187,0.21580184,0.20175937,0.21414234,0.20568952,0.18422088,0.20403583,0.19123273
0.20175937,0.19123273,0.21414234,0.20568952,0.20403583,0.20568952,0.24639267,0.2116995,0.18422088
0.20568952,0.18422088,0.20403583,0.20568952,0.2116995,0.19675802,0.1726261,0.1937651,0.24639267
0.20568952,0.24639267,0.2116995,0.19675802,0.1937651,0.20444447,0.20444447,0.21632092,0.1726261
0.19675802,0.1726261,0.1937651,0.20444447,0.21632092,0.21011259,0.21956554,0.1876792,0.20444447
0.20444447,0.20444447,0.21632092,0.21011259,0.1876792,0.18694896,0.18720609,0.19603834,0.21956554
0.21011259,0.21956554,0.1876792,0.18694896,0.19603834,0.23797148,0.23170707,0.19603834,0.18720609
0.12210495,0.16331604,0.16863309,0.1624771,0.16863309,0.17587204,0.16975796,0.16234675,0.17276356
0.1624771,0.17276356,0.16863309,0.17587204,0.16234675,0.17039679,0.17774801,0.162007,0.16975796
0.17587204,0.16975796,0.16234675,0.17039679,0.162007,0.19722503,0.19722503,0.1879545,0.17774801
0.17039679,0.17774801,0.162007,0.19722503,0.1879545,0.20540899,0.19840673,0.17815019,0.19722503
0.19722503,0.19722503,0.1879545,0.20540899,0.17815019,0.20814726,0.20575295,0.17383686,0.19840673
0.14825636,0.18152376,0.19555071,0.16667354,0.1592776,0.18189709,0.1688638,0.19431253,0.1670507
0.16667354,0.1670507,0.1592776,0.18189709,0.19431253,0.18041585,0.18723947,0.195507,0.1688638
0.18189709,0.1688638,0.19431253,0.18041585,0.195507,0.19515142,0.1993077,0.1993077,0.18723947
0.18041585,0.18723947,0.195507,0.19515142,0.1993077,0.19453795,0.19453795,0.19466673,0.1993077
0.19515142,0.1993077,0.1993077,0.19453795,0.19466673,0.19378528,0.19144267,0.20032537,0.19453795
0.19453795,0.19453795,0.19466673,0.19378528,0.20032537,0.20663969,0.2018047,0.1996297,0.19144267
0.19378528,0.19144267,0.20032537,0.20663969,0.1996297,0.20163672,0.1989197,0.20154776,0.2018047
0.20663969,0.2018047,0.1996297,0.20163672,0.20154776,0.21541066,0.20533226,0.19581318,0.1989197
0.20163672,0.1989197,0.20154776,0.21541066,0.19581318,0.20788187,0.21580184,0.1931902,0.20533226
0.21541066,0.20533226,0.19581318,0.20788187,0.1931902,0.19123273,0.21414234,0.20231819,0.21580184
0.20788187,0.21580184,0.1931902,0.19123273,0.20231819,0.18422088,0.20403583,0.19866516,0.21414234
0.19123273,0.21414234,0.20231819,0.18422088,0.19866516,0.24639267,0.2116995,0.21717368,0.20403583
0.18422088,0.20403583,0.19866516,0.24639267,0.21717368,0.1726261,0.1937651,0.1937651,0.2116995
0.24639267,0.2116995,0.21717368,0.1726261,0.1937651,0.20444447,0.21632092,0.19819368,0.1937651
0.1726261,0.1937651,0.1937651,0.20444447,0.19819368,0.21956554,0.1876792,0.20899497,0.21632092
0.20444447,0.21632092,0.19819368,0.21956554,0.20899497,0.18720609,0.19603834,0.18349105,0.1876792
0.21956554,0.1876792,0.20899497,0.18720609,0.18349105,0.23170707,0.19603834,0.23942709,0.19603834
0.15923661,0.15408152,0.16117828,0.12534426,0.17136037,0.19809628,0.1784014,0.17074457,0.15408152
0.12534426,0.15408152,0.17136037,0.19809628,0.17074457,0.13023627,0.16067351,0.16561535,0.1784014
0.19809628,0.1784014,0.17074457,0.13023627,0.16561535,0.16331604,0.16863309,0.17208289,0.16067351
0.13023627,0.16067351,0.16561535,0.16331604,0.17208289,0.17276356,0.16863309,0.16632017,0.16863309
0.16331604,0.16863309,0.17208289,0.17276356,0.16632017,0.16975796,0.16234675,0.16958466,0.16863309
0.17276356,0.16863309,0.16632017,0.16975796,0.16958466,0.17774801,0.162007,0.16903311,0.16234675
0.16975796,0.16234675,0.16958466,0.17774801,0.16903311,0.19722503,0.1879545,0.16903311,0.162007
0.17774801,0.162007,0.16903311,0.19722503,0.16903311,0.19840673,0.17815019,0.17318623,0.1879545
0.19722503,0.1879545,0.16903311,0.19840673,0.17318623,0.20575295,0.17383686,0.18792476,0.17815019
0.19840673,0.17815019,0.17318623,0.20575295,0.18792476,0.1453249,0.19849062,0.19782963,0.17383686
0.20575295,0.17383686,0.18792476,0.1453249,0.19782963,0.17499222,0.18258151,0.18045706,0.19849062
0.1453249,0.19849062,0.19782963,0.17499222,0.18045706,0.17736074,0.16421321,0.19236375,0.18258151
0.17499222,0.18258151,0.18045706,0.17736074,0.19236375,0.18152376,0.19555071,0.19555071,0.16421321
0.18723947,0.195507,0.195507,0.1993077,0.1704795,0.19453795,0.19466673,0.17259014,0.1993077
0.1993077,0.1993077,0.1704795,0.19453795,0.17259014,0.19144267,0.20032537,0.19378254,0.19466673
0.19453795,0.19466673,0.17259014,0.19144267,0.19378254,0.2018047,0.1996297,0.19056782,0.20032537
0.19144267,0.20032537,0.19378254,0.2018047,0.19056782,0.1989197,0.20154776,0.20572038,0.1996297
0.2018047,0.1996297,0.19056782,0.1989197,0.20572038,0.20533226,0.19581318,0.20087425,0.20154776
0.1989197,0.20154776,0.20572038,0.20533226,0.20087425,0.21580184,0.1931902,0.20250447,0.19581318
0.20533226,0.19581318,0.20087425,0.21580184,0.20250447,0.21414234,0.20231819,0.20283341,0.1931902
0.21580184,0.1931902,0.20250447,0.21414234,0.20283341,0.20403583,0.19866516,0.19884616,0.20231819
0.21414234,0.20231819,0.20283341,0.20403583,0.19884616,0.2116995,0.21717368,0.21717368,0.19866516
0.20403583,0.19866516,0.19884616,0.2116995,0.21717368,0.1937651,0.1937651,0.17873938,0.21717368
