feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,clor_val
0.19000283,0.19070469,0.19070469,0.19812727,0.20066129,0.22006287,0.1670842,0.18288909
0.22006287,0.1670842,0.2206679,0.18365718,0.2206679,0.17495601,0.22184709,0.21379429
0.19070469,0.19070469,0.17820172,0.18288909,0.19649452,0.1670842,0.19751184,0.20066129
0.18288909,0.20066129,0.19649452,0.19751184,0.21379429,0.18365718,0.18899727,0.1670842
0.1670842,0.19751184,0.21379429,0.18899727,0.17495601,0.22184709,0.21439351,0.18365718
0.19594166,0.18499535,0.18301357,0.19573669,0.46678022,0.2194906,0.30666035,0.20426805
0.19573669,0.20426805,0.46678022,0.2194906,0.2490123,0.2044436,0.22075835,0.30666035
0.18499535,0.18301357,0.22562104,0.20426805,0.17857143,0.30666035,0.17857143,0.46678022
0.20292836,0.21037984,0.2109954,0.1965032,0.21435994,0.21032104,0.2618889,0.2138281
0.18301357,0.22562104,0.18350622,0.46678022,0.18998659,0.17857143,0.19050215,0.17857143
0.46678022,0.17857143,0.18998659,0.19050215,0.22075835,0.20132512,0.1808207,0.17857143
0.1887829,0.16957995,0.21037984,0.22869435,0.2138281,0.21435994,0.22869435,0.2109954
0.2138281,0.21435994,0.22869435,0.21032104,0.25862646,0.23081839,0.23443942,0.2618889
0.20132512,0.1808207,0.18491471,0.20035222,0.20202895,0.22945304,0.22967522,0.19977932
0.2109954,0.22869435,0.25003868,0.21435994,0.2618889,0.25862646,0.24319471,0.22869435
0.21435994,0.22869435,0.2618889,0.24319471,0.23081839,0.23443942,0.21550104,0.25862646
0.2618889,0.25862646,0.24319471,0.23081839,0.21550104,0.22336267,0.19511642,0.23443942
0.19977932,0.20202895,0.19200285,0.22945304,0.22967522,0.22597669,0.20855743,0.22967522
0.25862646,0.24319471,0.23443942,0.21236044,0.22336267,0.19511642,0.20572203,0.21550104
0.21476856,0.19268617,0.20310351,0.1615309,0.15652749,0.17404188,0.18202864,0.1738938
0.1738938,0.1615309,0.15652749,0.18202864,0.1984399,0.17404188,0.24091598,0.17404188
0.15652749,0.17404188,0.18202864,0.1984399,0.24091598,0.2652743,0.29325035,0.17404188
0.19268617,0.20310351,0.1738938,0.17035876,0.17404188,0.18202864,0.19925207,0.1615309
0.17404188,0.18202864,0.19925207,0.17404188,0.26105785,0.2652743,0.29325035,0.24091598
0.17493966,0.16774523,0.17128853,0.16068651,0.17295374,0.15754946,0.17630327,0.18932407
0.20971423,0.1989226,0.20343907,0.20101446,0.21537715,0.22787464,0.20927536,0.21865605
0.18932407,0.16068651,0.18818624,0.15754946,0.21825896,0.17285065,0.17630327,0.17630327
0.24793592,0.26742178,0.2315319,0.22865877,0.2317366,0.25206444,0.25613955,0.27406552
0.2315319,0.27406552,0.22865877,0.2317366,0.25613955,0.23797397,0.2543447,0.25206444
0.21036059,0.2290825,0.19693038,0.19280404,0.21778421,0.22468817,0.24670888,0.21124777
0.19693038,0.21124777,0.19280404,0.21778421,0.24670888,0.24059403,0.24059403,0.22468817
0.21124777,0.19280404,0.21717946,0.22468817,0.24059403,0.24059403,0.22483288,0.24670888
0.23445223,0.19961496,0.19961496,0.20924892,0.31223938,0.20924892,0.17379087,0.27286538
0.18222007,0.21939959,0.26309818,0.2518905,0.31873816,0.27108157,0.26276565,0.31873816
0.21999124,0.21999124,0.21939959,0.20564796,0.31873816,0.31873816,0.24778308,0.26309818
0.21939959,0.26309818,0.20564796,0.31873816,0.24778308,0.27108157,0.26276565,0.31873816
0.26309818,0.20564796,0.23450288,0.31873816,0.25898337,0.26276565,0.42008227,0.24778308
0.2010697,0.20583981,0.23450288,0.21887673,0.25898337,0.26321846,0.26654908,0.23450288
0.23450288,0.23450288,0.21887673,0.25898337,0.26654908,0.42008227,0.25833404,0.26321846
0.23450288,0.21887673,0.20661828,0.26321846,0.2651102,0.25833404,0.26244026,0.26654908
0.20899887,0.20941463,0.20583981,0.19433418,0.21887673,0.20661828,0.20704885,0.19132054
0.26654908,0.2651102,0.26145196,0.25833404,0.3301736,0.23787215,0.3743412,0.26244026
0.21177953,0.19878267,0.20338234,0.21177953,0.20759505,0.21612006,0.20967133,0.20729403
0.21177953,0.20729403,0.20759505,0.20967133,0.20779598,0.21725862,0.2115997,0.21612006
0.21612006,0.20967133,0.20779598,0.2115997,0.20941463,0.206183,0.20126125,0.21725862
0.20729403,0.20759505,0.21612006,0.21539621,0.21725862,0.2115997,0.2154547,0.20967133
0.15851709,0.16080888,0.1582675,0.15894136,0.20514135,0.17373964,0.16493385,0.16487029
0.16487029,0.15894136,0.20514135,0.16493385,0.18359955,0.20011468,0.19504692,0.17373964
0.16487029,0.15894136,0.1481051,0.17373964,0.1856127,0.20011468,0.19504692,0.16493385
0.15004927,0.15479243,0.15265211,0.1481051,0.18257631,0.1856127,0.18726295,0.16470766
0.15479243,0.15265211,0.1549109,0.16470766,0.19529265,0.18726295,0.1591829,0.18257631
0.14553085,0.14553085,0.14553085,0.15004073,0.15004073,0.15004073,0.16299666,0.15004073
0.14553085,0.19682337,0.14553085,0.19682337,0.15004073,0.15004073,0.1610716,0.14553085
0.14553085,0.14553085,0.19682337,0.15004073,0.1610716,0.15004073,0.16299666,0.15004073
0.14553085,0.19682337,0.19682337,0.15004073,0.1610716,0.16299666,0.17543344,0.1610716
0.19682337,0.19682337,0.1610716,0.1610716,0.1610716,0.17543344,0.17543344,0.1610716
0.19682337,0.19682337,0.19682337,0.17325024,0.1610716,0.1610716,0.17325024,0.1610716
0.19682337,0.1610716,0.17325024,0.1610716,0.17325024,0.17543344,0.17543344,0.1610716
0.16857925,0.16857925,0.15534475,0.18452296,0.15534475,0.15534475,0.18452296,0.18452296
0.15534475,0.15534475,0.18452296,0.15303789,0.1915636,0.15303789,0.15303789,0.15303789
0.15991072,0.15991072,0.17406997,0.16566777,0.16566777,0.16566777,0.16566777,0.16566777
0.17406997,0.17406997,0.15991072,0.17406997,0.16566777,0.16566777,0.1994778,0.17406997
0.15991072,0.17406997,0.17406997,0.16566777,0.1994778,0.16566777,0.1994778,0.16566777
0.16809268,0.16809268,0.16857925,0.18546014,0.16857925,0.16857925,0.18546014,0.18546014
0.1915636,0.18082054,0.18082054,0.1915636,0.18082054,0.19712028,0.19712028,0.18082054
0.1994778,0.1994778,0.1994778,0.1994778,0.16573049,0.16573049,0.16573049,0.1994778
0.19712028,0.19712028,0.16871953,0.16871953,0.16871953,0.19260266,0.19260266,0.16871953
0.19260266,0.19260266,0.17406997,0.14556919,0.17406997,0.17406997,0.14556919,0.17406997
0.18464242,0.18464242,0.18464242,0.18464242,0.18464242,0.16576599,0.16576599,0.18464242
0.1509568,0.15828843,0.1509568,0.15828843,0.119744755,0.119744755,0.15330446,0.1509568
0.19012384,0.19012384,0.19119735,0.19012384,0.19119735,0.19730832,0.19730832,0.19012384
0.19012384,0.19012384,0.19119735,0.19730832,0.19730832,0.19730832,0.20500709,0.19730832
0.19730832,0.19730832,0.19730832,0.20500709,0.20148446,0.20148446,0.209045,0.19730832
0.1506031,0.1506031,0.15798116,0.15798116,0.15798116,0.16047893,0.16047893,0.15798116
0.1296529,0.16334063,0.16334063,0.17975906,0.17673036,0.17673036,0.17975906,0.17975906
0.17673036,0.17673036,0.17975906,0.16949755,0.16684957,0.16684957,0.16949755,0.16684957
0.16684957,0.16949755,0.16684957,0.16949755,0.1506031,0.1506031,0.15824786,0.16684957
0.1506031,0.15798116,0.17924543,0.15798116,0.17924543,0.16047893,0.17814462,0.15798116
0.15828843,0.15828843,0.15828843,0.15828843,0.15330446,0.15330446,0.15330446,0.15828843
0.15798116,0.17924543,0.17924543,0.15798116,0.17924543,0.16047893,0.17814462,0.17924543
0.15828843,0.15082794,0.15828843,0.15330446,0.15330446,0.15330446,0.15330446,0.15828843
0.17924543,0.17924543,0.17924543,0.17924543,0.17924543,0.17814462,0.17814462,0.17924543
0.15082794,0.15082794,0.15828843,0.17839736,0.15330446,0.15330446,0.17839736,0.15330446
0.18909627,0.18133356,0.18133356,0.19119735,0.19119735,0.20665018,0.20665018,0.1945011
0.19119735,0.20665018,0.20665018,0.20665018,0.209045,0.20177421,0.20177421,0.20665018
0.20665018,0.20665018,0.209045,0.20177421,0.209045,0.20177421,0.20177421,0.20177421
0.19054303,0.19054303,0.19054303,0.1815797,0.19054303,0.17147712,0.17147712,0.19054303
0.1867477,0.1867477,0.16334063,0.1867477,0.17975906,0.17975906,0.18851086,0.16334063
0.17924543,0.17924543,0.1821874,0.17924543,0.1821874,0.17814462,0.17814462,0.17924543
0.17814462,0.15082794,0.15082794,0.15082794,0.15330446,0.17839736,0.17839736,0.15082794
0.15330446,0.17839736,0.17839736,0.15330446,0.17839736,0.18248388,0.18248388,0.17839736
0.1945011,0.1945011,0.20665018,0.20665018,0.20665018,0.20665018,0.20665018,0.20665018
0.18133356,0.1945011,0.19304672,0.19304672,0.20665018,0.20665018,0.20601818,0.1945011
0.1945011,0.19304672,0.20665018,0.20601818,0.20665018,0.20665018,0.20601818,0.20665018
0.20665018,0.20665018,0.20601818,0.20177421,0.20177421,0.20177421,0.20177421,0.20177421
0.20177421,0.20177421,0.20177421,0.20177421,0.20260915,0.20260915,0.20260915,0.20177421
0.20177421,0.20177421,0.20260915,0.20260915,0.21102129,0.21102129,0.21102129,0.20260915
0.1945011,0.19304672,0.1945011,0.19304672,0.20665018,0.20601818,0.20601818,0.19304672
0.1945011,0.19304672,0.19304672,0.20665018,0.20601818,0.20665018,0.20601818,0.20601818
0.19302218,0.19302218,0.19267996,0.19302218,0.19452187,0.1984929,0.1984929,0.1984929
0.19302218,0.1984929,0.19452187,0.1984929,0.1912133,0.1912133,0.19388214,0.1984929
0.1984929,0.1984929,0.1912133,0.19388214,0.1912133,0.1912133,0.1912133,0.1912133
0.20791657,0.20791657,0.20791657,0.20791657,0.20791657,0.19302218,0.19267996,0.20791657
0.1912133,0.1912133,0.19503519,0.20612083,0.19503519,0.19558915,0.19602595,0.19503519
0.19503519,0.20612083,0.19558915,0.19602595,0.19558915,0.19602595,0.19602595,0.19602595
0.22699827,0.17036788,0.17036788,0.22699827,0.17036788,0.13755241,0.13755241,0.17036788
0.14095463,0.14095463,0.37860686,0.2317485,0.37860686,0.37860686,0.2317485,0.37860686
0.17036788,0.17036788,0.17036788,0.13755241,0.13755241,0.15682085,0.15682085,0.13755241
0.13755241,0.13755241,0.13755241,0.15682085,0.16291709,0.15682085,0.15682085,0.15682085
0.15682085,0.15682085,0.16291709,0.15682085,0.19259535,0.17697276,0.17697276,0.15682085
0.20505741,0.20505741,0.20641811,0.20641811,0.20641811,0.20641811,0.20641811,0.20641811
0.17697276,0.17697276,0.17697276,0.17697276,0.14192946,0.14192946,0.14192946,0.17697276
0.20641811,0.20641811,0.21607783,0.20641811,0.21607783,0.21074489,0.21775559,0.20641811
0.19670235,0.19670235,0.19602595,0.19285917,0.19602595,0.19285917,0.19285917,0.19285917
0.19619043,0.19619043,0.19670235,0.19670235,0.19670235,0.19670235,0.19670235,0.19670235
0.17697276,0.17751567,0.17751567,0.14192946,0.15353754,0.14192946,0.14192946,0.14192946
0.14192946,0.14192946,0.15353754,0.14192946,0.16586496,0.16586496,0.17409529,0.14192946
0.19619043,0.2048564,0.19619043,0.2048564,0.19670235,0.19670235,0.20060712,0.19619043
0.17928097,0.17928097,0.17928097,0.17751567,0.17751567,0.14192946,0.15353754,0.17751567
0.21809745,0.21809745,0.20504181,0.20504181,0.20504181,0.1917871,0.1917871,0.20504181
0.20504181,0.20504181,0.20504181,0.1917871,0.1917871,0.1917871,0.1917871,0.1917871
0.1917871,0.1917871,0.1917871,0.1917871,0.2048564,0.2048564,0.2048564,0.1917871
0.15101834,0.15101834,0.15101834,0.15101834,0.15101834,0.18580946,0.18580946,0.15101834
0.218987,0.22540882,0.22986825,0.22540882,0.22986825,0.22397456,0.22397456,0.22540882
0.22397456,0.22397456,0.22056074,0.22056074,0.22056074,0.22056074,0.22056074,0.22056074
0.22540882,0.22986825,0.22986825,0.22540882,0.22986825,0.22397456,0.23304616,0.22986825
0.22056074,0.22056074,0.22056074,0.2301273,0.2215012,0.2215012,0.2301273,0.22056074
0.15620458,0.15620458,0.15620458,0.16856487,0.16856487,0.16856487,0.16856487,0.16856487
0.22986825,0.22986825,0.22986825,0.22986825,0.22986825,0.23304616,0.23304616,0.22986825
0.22056074,0.22175899,0.22056074,0.2301273,0.2215012,0.2301273,0.2301273,0.2301273
0.19943964,0.19943964,0.20710379,0.20401321,0.20569466,0.20401321,0.2103224,0.20401321
0.2103224,0.2103224,0.20330276,0.20330276,0.20330276,0.20330276,0.20330276,0.20330276
0.15620458,0.16865687,0.15620458,0.16865687,0.16856487,0.16856487,0.18491513,0.15620458
0.22986825,0.22986825,0.22986825,0.23304616,0.23304616,0.23304616,0.22175899,0.23304616
0.22175899,0.22175899,0.2301273,0.2301273,0.2301273,0.2301273,0.2301273,0.2301273
0.2103224,0.20489958,0.20330276,0.20870146,0.20330276,0.20330276,0.20870146,0.20330276
0.13363141,0.13363141,0.15620458,0.16865687,0.15620458,0.16865687,0.16865687,0.16865687
0.20330276,0.20870146,0.20444015,0.20605887,0.20444015,0.20588535,0.20588535,0.20605887
0.13363141,0.13363141,0.13363141,0.16865687,0.16865687,0.16865687,0.16865687,0.16865687
0.20569466,0.20569466,0.20800887,0.20569466,0.20800887,0.20489958,0.20489958,0.20569466
0.20569466,0.20569466,0.20800887,0.20489958,0.20489958,0.20489958,0.20489958,0.20489958
0.1718849,0.17551626,0.17551626,0.16639563,0.1703367,0.16639563,0.17246304,0.1703367
0.13363141,0.13363141,0.16271669,0.13363141,0.16271669,0.16865687,0.16865687,0.13363141
0.1685267,0.16896255,0.16896255,0.13363141,0.16271669,0.13363141,0.16271669,0.16271669
0.20489958,0.21591474,0.21591474,0.20489958,0.20765153,0.20765153,0.20765153,0.21591474
0.20632301,0.20632301,0.20605887,0.20632301,0.20588535,0.20594877,0.20594877,0.20632301
0.1703367,0.1703367,0.1703367,0.17246304,0.17246304,0.17246304,0.17246304,0.17246304
0.17246304,0.17246304,0.17246304,0.17246304,0.16896255,0.16896255,0.16896255,0.17246304
0.17246304,0.17246304,0.16896255,0.16896255,0.16896255,0.16896255,0.16896255,0.16896255
0.20632301,0.20632301,0.20632301,0.20594877,0.20594877,0.20594877,0.20150541,0.20594877
0.20594877,0.20594877,0.20594877,0.20594877,0.19131504,0.20150541,0.20150541,0.20150541
0.20594877,0.20150541,0.19131504,0.20150541,0.19472338,0.19389232,0.19389232,0.20150541
0.17246304,0.17246304,0.1711342,0.17246304,0.1711342,0.16896255,0.16896255,0.17246304
0.21165502,0.21165502,0.22054757,0.22054757,0.22054757,0.22054757,0.22804111,0.22054757
0.20632301,0.20632301,0.21343358,0.20594877,0.20594877,0.20150541,0.20150541,0.20594877
0.20150541,0.20150541,0.20150541,0.20150541,0.19389232,0.19389232,0.19389232,0.20150541
0.17246304,0.1711342,0.1711342,0.17246304,0.1711342,0.16896255,0.17361951,0.1711342
0.22054757,0.22054757,0.22054757,0.22804111,0.22804111,0.22804111,0.22804111,0.22804111
0.20632301,0.21343358,0.21343358,0.20594877,0.20577428,0.20150541,0.195355,0.20594877
0.20594877,0.20594877,0.20577428,0.195355,0.20150541,0.20150541,0.195355,0.20150541
0.20150541,0.195355,0.20150541,0.195355,0.19389232,0.19389232,0.19389232,0.20150541
0.1711342,0.1711342,0.1711342,0.1711342,0.1711342,0.17361951,0.17361951,0.1711342
0.22804111,0.22804111,0.22804111,0.21974163,0.20329061,0.20329061,0.20329061,0.22804111
0.21343358,0.21343358,0.21343358,0.21343358,0.20577428,0.20594877,0.20577428,0.21343358
0.21343358,0.21343358,0.20577428,0.20594877,0.20150541,0.195355,0.195355,0.20577428
0.20594877,0.20577428,0.20150541,0.195355,0.20150541,0.195355,0.19922705,0.195355
0.22804111,0.21974163,0.20329061,0.20527667,0.20329061,0.20775817,0.20985287,0.20329061
0.21343358,0.21343358,0.21343358,0.21343358,0.20577428,0.20577428,0.20577428,0.20577428
0.20577428,0.20577428,0.195355,0.195355,0.195355,0.19922705,0.19922705,0.195355
0.17136335,0.17136335,0.18807101,0.17136335,0.20278911,0.16790013,0.20278911,0.17136335
0.20329061,0.20527667,0.20775817,0.20985287,0.20775817,0.20985287,0.20985287,0.20985287
0.21343358,0.21343358,0.20888282,0.20577428,0.20520023,0.20577428,0.20520023,0.20577428
0.20577428,0.20577428,0.20520023,0.20520023,0.195355,0.195355,0.195355,0.20577428
0.20577428,0.20520023,0.195355,0.195355,0.19922705,0.19922705,0.19922705,0.195355
0.17136335,0.20278911,0.20278911,0.16790013,0.20278911,0.16519797,0.21789908,0.20278911
0.21578252,0.21578252,0.21578252,0.21578252,0.21535835,0.21535835,0.21535835,0.21578252
0.20278911,0.20278911,0.20278911,0.16519797,0.21789908,0.21789908,0.21789908,0.21789908
0.21578252,0.21578252,0.21578252,0.21535835,0.21535835,0.21535835,0.21535835,0.21578252
0.21789908,0.21789908,0.13178487,0.13178487,0.13178487,0.1566058,0.1566058,0.13178487
0.21578252,0.21552308,0.21578252,0.21549843,0.21535835,0.21535835,0.21549843,0.21535835
0.17512043,0.17342241,0.17342241,0.18807101,0.17693114,0.18807101,0.17693114,0.17693114
0.18807101,0.17693114,0.17693114,0.18807101,0.20278911,0.20079796,0.20079796,0.17693114
0.18807101,0.17693114,0.20278911,0.20079796,0.20278911,0.20079796,0.20079796,0.20079796
0.20278911,0.20079796,0.20079796,0.20278911,0.20079796,0.21789908,0.21789908,0.20079796
0.20278911,0.20079796,0.20079796,0.21789908,0.21789908,0.13178487,0.13178487,0.21789908
0.21789908,0.21789908,0.21789908,0.13178487,0.13178487,0.13178487,0.13178487,0.13178487
0.20849217,0.20849217,0.20849217,0.21552308,0.21578252,0.21552308,0.21552308,0.20849217
0.13178487,0.13178487,0.1566058,0.16943996,0.1566058,0.1566058,0.16943996,0.1566058
0.20501187,0.21434702,0.20411655,0.20411655,0.20411655,0.20411655,0.20411655,0.20411655
0.2083189,0.2083189,0.2083189,0.21130064,0.21130064,0.21130064,0.21130064,0.2083189
0.2083189,0.2083189,0.21130064,0.21130064,0.21130064,0.21434702,0.21434702,0.21130064
0.21130064,0.21130064,0.21130064,0.21434702,0.20501187,0.21434702,0.21434702,0.21434702
0.21434702,0.21434702,0.20501187,0.21434702,0.20411655,0.20411655,0.20731881,0.21434702
0.17342241,0.17037638,0.17037638,0.17693114,0.18121883,0.17693114,0.18121883,0.18121883
0.17693114,0.18121883,0.18121883,0.18121883,0.20079796,0.20079796,0.18490733,0.17693114
0.21093567,0.21093567,0.21322508,0.20914814,0.2071601,0.20914814,0.20914814,0.20914814
0.20094834,0.20094834,0.1995145,0.1995145,0.1995145,0.1995145,0.1995145,0.1995145
0.20860088,0.20860088,0.2193663,0.2074113,0.2074113,0.2074113,0.22090225,0.2074113
0.2074113,0.2074113,0.2074113,0.22090225,0.21240571,0.21240571,0.21082196,0.2074113
0.21093567,0.21322508,0.21322508,0.21093567,0.21322508,0.20914814,0.2071601,0.21322508
0.18062189,0.18062189,0.18062189,0.18062189,0.18062189,0.17167921,0.17167921,0.18062189
0.2074113,0.22090225,0.2074113,0.21082196,0.21240571,0.21082196,0.21082196,0.22090225
0.21279785,0.21279785,0.21279785,0.21322508,0.21322508,0.21322508,0.21322508,0.21322508
0.1995145,0.19596514,0.20124623,0.19596514,0.20410939,0.19125517,0.19125517,0.19596514
0.18268125,0.18268125,0.18268125,0.18268125,0.18268125,0.18761297,0.18761297,0.18268125
0.18761297,0.18703713,0.18703713,0.18703713,0.19613183,0.19613183,0.19613183,0.18703713
0.2193663,0.2193663,0.2193663,0.22090225,0.22090225,0.21082196,0.21082196,0.22090225
0.22090225,0.22090225,0.22090225,0.21082196,0.21082196,0.21082196,0.21082196,0.21082196
0.20243712,0.2051794,0.20649806,0.20507914,0.20649806,0.20507914,0.20791708,0.20507914
0.20507914,0.20507914,0.20649806,0.20507914,0.20791708,0.20791708,0.21069081,0.20791708
0.20507914,0.20791708,0.20791708,0.21069081,0.21279785,0.21279785,0.2089177,0.20791708
0.20791708,0.20791708,0.21069081,0.21279785,0.2089177,0.21279785,0.21279785,0.21279785
0.20134099,0.19899987,0.19899987,0.20134099,0.18981053,0.1905781,0.18981053,0.19899987
0.20134099,0.19899987,0.18981053,0.1905781,0.18334629,0.18334629,0.18025933,0.18981053
0.1905781,0.18981053,0.18334629,0.18025933,0.18334629,0.18334629,0.18025933,0.18334629
0.18334629,0.18334629,0.18025933,0.18334629,0.18025933,0.18268125,0.18268125,0.18334629
0.18703713,0.18703713,0.19613183,0.19613183,0.19613183,0.19613183,0.19613183,0.19613183
0.17070535,0.1822173,0.1822173,0.18062189,0.19399707,0.18062189,0.17167921,0.19399707
0.2051794,0.2051794,0.2051794,0.2051794,0.20649806,0.20507914,0.20649806,0.20649806
0.19613183,0.19613183,0.19613183,0.19249035,0.19233775,0.19233775,0.1945381,0.19613183
0.2051794,0.2051794,0.2051794,0.20649806,0.20649806,0.20649806,0.20649806,0.20649806
0.19558829,0.1939729,0.1939729,0.18968587,0.19596514,0.19596514,0.18968587,0.18968587
0.18968587,0.18968587,0.19596514,0.18968587,0.19125517,0.19125517,0.19533537,0.19596514
0.2051794,0.2051794,0.21420483,0.20649806,0.2146432,0.20649806,0.2146432,0.20649806
0.19899987,0.18920408,0.18920408,0.18981053,0.1891689,0.1891689,0.1891689,0.1891689
0.21069081,0.20985535,0.20985535,0.21069081,0.2148583,0.2148583,0.2148583,0.20985535
0.21069081,0.20985535,0.2148583,0.2148583,0.2089177,0.21805012,0.21805012,0.2148583
0.2148583,0.2148583,0.2089177,0.21805012,0.21247455,0.21247455,0.21805012,0.21805012
0.2089177,0.21805012,0.21805012,0.21247455,0.21805012,0.20901574,0.2044846,0.21247455
0.1891689,0.1891689,0.1891689,0.1891689,0.1891689,0.18219145,0.18219145,0.1891689
0.20135212,0.20135212,0.19748615,0.19748615,0.1945381,0.1945381,0.18719347,0.19249035
0.19249035,0.19748615,0.1945381,0.18719347,0.1945381,0.1945381,0.18719347,0.1945381
0.21247455,0.21805012,0.21805012,0.20901574,0.2044846,0.1910996,0.1910996,0.2044846
0.1939729,0.19512415,0.1939729,0.19512415,0.18968587,0.18968587,0.19451706,0.1939729
0.1998112,0.1998112,0.20135212,0.19748615,0.19249035,0.19748615,0.19748615,0.19748615
0.17518824,0.17518824,0.18843156,0.17518824,0.18843156,0.19822828,0.19822828,0.17518824
0.17518824,0.17518824,0.18843156,0.19822828,0.19822828,0.19822828,0.19822828,0.19822828
0.19822828,0.19822828,0.19822828,0.19822828,0.17950785,0.17950785,0.17950785,0.19822828
0.21805012,0.21805012,0.21805012,0.21805012,0.21805012,0.2044846,0.2044846,0.21805012
0.21805012,0.21805012,0.21805012,0.2044846,0.1910996,0.1910996,0.1910996,0.2044846
0.2044846,0.2044846,0.1910996,0.1910996,0.1966788,0.1910996,0.1910996,0.1910996
0.1891689,0.18219145,0.18219145,0.18219145,0.18219145,0.193861,0.193861,0.18219145
0.1957625,0.1957625,0.1957625,0.1998112,0.1998112,0.1998112,0.1998112,0.1957625
0.1957625,0.1998112,0.1998112,0.1998112,0.19748615,0.19748615,0.19748615,0.1998112
0.1998112,0.1998112,0.1998112,0.19748615,0.19748615,0.19748615,0.19748615,0.19748615
0.18719347,0.18719347,0.18719347,0.18614534,0.18161589,0.18614534,0.18614534,0.18719347
0.1998112,0.1998112,0.19589794,0.19748615,0.1863616,0.19748615,0.19748615,0.19748615
0.18719347,0.18719347,0.18719347,0.18614534,0.18614534,0.18614534,0.18614534,0.18614534
0.1998112,0.19589794,0.19589794,0.19748615,0.1863616,0.19748615,0.1863616,0.1863616
0.18719347,0.18518268,0.18614534,0.15548784,0.18614534,0.18614534,0.18614534,0.18614534
0.18614534,0.18614534,0.18614534,0.18843156,0.18843156,0.18843156,0.18843156,0.18843156
0.22160494,0.2320367,0.22614934,0.22047204,0.22614934,0.22614934,0.22047204,0.22047204
0.1910996,0.18895976,0.1910996,0.19215533,0.19512415,0.19215533,0.19215533,0.19215533
0.22047204,0.22047204,0.22047204,0.22614934,0.20887075,0.20887075,0.20125736,0.22047204
0.22614934,0.22047204,0.20887075,0.20125736,0.21176814,0.21176814,0.20504886,0.20887075
0.20887075,0.20887075,0.20125736,0.21176814,0.20504886,0.21176814,0.21176814,0.21176814
0.21176814,0.21176814,0.20504886,0.21176814,0.20402335,0.20402335,0.20905782,0.21176814
0.21176814,0.21176814,0.20402335,0.20905782,0.20402335,0.20402335,0.20905782,0.20402335
0.21386161,0.21386161,0.2033035,0.21386161,0.212546,0.212546,0.212546,0.212546
0.212546,0.20186615,0.20186615,0.212546,0.18998091,0.18998091,0.18998091,0.20186615
0.212546,0.20186615,0.18998091,0.18998091,0.19215533,0.19215533,0.19557,0.18998091
0.19215533,0.19215533,0.19557,0.19215533,0.19711144,0.19711144,0.19713917,0.19215533
0.19215533,0.19215533,0.19711144,0.19713917,0.19711144,0.19711144,0.19777887,0.19711144
0.20186615,0.20186615,0.20186615,0.20186615,0.18998091,0.18998091,0.18998091,0.18998091
0.20186615,0.18998091,0.18998091,0.18998091,0.19215533,0.19557,0.19557,0.18998091
0.20186615,0.20186615,0.20961021,0.18998091,0.18998091,0.18998091,0.18998091,0.18998091
0.16212176,0.16212176,0.16212176,0.1900014,0.1900014,0.1900014,0.1900014,0.1900014
0.23195215,0.23195215,0.23195215,0.23195215,0.212446,0.20887814,0.20887814,0.23195215
0.20186615,0.20961021,0.20961021,0.18998091,0.19406344,0.18998091,0.19153169,0.18998091
0.18998091,0.18998091,0.19406344,0.19153169,0.19557,0.19557,0.19153169,0.18998091
0.19557,0.19557,0.19153169,0.19031262,0.19713917,0.19713917,0.19031262,0.19713917
0.19713917,0.19031262,0.19713917,0.19031262,0.19777887,0.19777887,0.19556145,0.19713917
0.23081966,0.26811504,0.21956077,0.21956077,0.21956077,0.21956077,0.212457,0.21956077
0.19713917,0.19031262,0.19031262,0.19713917,0.19031262,0.19777887,0.19556145,0.19031262
0.19777887,0.19777887,0.19946925,0.19715208,0.19946925,0.19946925,0.19512954,0.19946925
0.26811504,0.26811504,0.23081966,0.26811504,0.21956077,0.21956077,0.24470699,0.26811504
0.19153169,0.19153169,0.19153169,0.19031262,0.19031262,0.19031262,0.19031262,0.19031262
0.17160435,0.17160435,0.20356654,0.1900014,0.20356654,0.18786961,0.18786961,0.20356654
0.19406344,0.19406344,0.20773607,0.19153169,0.20124054,0.19153169,0.19153169,0.19153169
0.19153169,0.19153169,0.20124054,0.19153169,0.19031262,0.19031262,0.19031262,0.19153169
0.20356654,0.20356654,0.20356654,0.18786961,0.18786961,0.18786961,0.18786961,0.18786961
0.19512954,0.19512954,0.19512954,0.19512954,0.18356344,0.18356344,0.18356344,0.19512954
0.20356654,0.20356654,0.23049271,0.20356654,0.23049271,0.18786961,0.18786961,0.20356654
0.20773607,0.20773607,0.20773607,0.20124054,0.20124054,0.20124054,0.1998434,0.20124054
0.1865799,0.1865799,0.20937942,0.17994973,0.20937942,0.23049271,0.23049271,0.17994973
0.17994973,0.17994973,0.20937942,0.23049271,0.23049271,0.23049271,0.23049271,0.23049271
0.22799642,0.22799642,0.22799642,0.22085114,0.22085114,0.22085114,0.22085114,0.22085114
0.22085114,0.22085114,0.22085114,0.22085114,0.2230915,0.2230915,0.2230915,0.22085114
0.22085114,0.22085114,0.2230915,0.2230915,0.2230915,0.2230915,0.2230915,0.2230915
0.20773607,0.19080618,0.19080618,0.20773607,0.18863857,0.20124054,0.18863857,0.19080618
0.22799642,0.22799642,0.21263082,0.22799642,0.21263082,0.22085114,0.22085114,0.22799642
