feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,clor_val
0.19259535,0.17697276,0.17697276,0.19259535,0.17697276,0.14192946,0.17697276
0.14095463,0.37860686,0.2317485,0.37860686,0.2317485,0.2317485,0.2317485
0.21010524,0.21010524,0.21010524,0.20505741,0.20505741,0.20505741,0.20505741
0.20505741,0.20505741,0.20505741,0.20641811,0.20641811,0.20641811,0.20505741
0.20641811,0.20641811,0.20641811,0.20641811,0.20641811,0.21074489,0.20641811
0.19670235,0.19602595,0.19285917,0.19602595,0.19602595,0.19285917,0.19602595
0.17697276,0.17697276,0.14192946,0.14192946,0.16586496,0.16586496,0.14192946
0.20641811,0.20641811,0.21607783,0.21775559,0.20783149,0.21809745,0.21074489
0.21074489,0.21775559,0.21809745,0.20783149,0.20783149,0.21809745,0.20783149
0.20783149,0.21809745,0.20783149,0.21809745,0.2011127,0.2011127,0.20783149
0.19670235,0.19670235,0.19670235,0.19602595,0.19285917,0.19285917,0.19670235
0.14192946,0.14192946,0.14192946,0.16586496,0.16586496,0.16586496,0.16586496
0.17967603,0.17967603,0.19836262,0.2317485,0.19836262,0.19836262,0.17967603
0.20567563,0.1917871,0.2048564,0.19619043,0.19619043,0.2048564,0.19619043
0.21809745,0.21809745,0.21809745,0.20504181,0.20504181,0.1917871,0.20504181
0.1917871,0.20567563,0.1917871,0.19619043,0.2048564,0.2048564,0.1917871
0.17928097,0.17928097,0.18159924,0.17751567,0.18159924,0.15353754,0.17751567
0.17967603,0.17967603,0.19836262,0.19836262,0.19836262,0.19836262,0.19836262
0.18159924,0.18159924,0.18159924,0.18159924,0.18159924,0.17005523,0.18159924
0.16016124,0.16016124,0.17972447,0.1671874,0.1671874,0.1671874,0.1671874
0.14428107,0.15101834,0.15101834,0.15101834,0.15101834,0.15101834,0.15101834
0.22540882,0.22540882,0.22986825,0.22397456,0.22397456,0.22397456,0.22397456
0.22397456,0.22397456,0.22397456,0.22056074,0.22056074,0.22056074,0.22397456
0.18159924,0.18159924,0.1718849,0.18159924,0.18159924,0.17005523,0.18159924
0.16856487,0.15101834,0.18017583,0.15101834,0.15101834,0.18125542,0.15101834
0.15101834,0.15101834,0.18017583,0.15101834,0.18125542,0.18580946,0.15101834
0.18159924,0.1718849,0.1718849,0.18159924,0.16639563,0.17005523,0.18159924
0.15620458,0.15620458,0.15620458,0.16856487,0.16856487,0.16856487,0.15620458
0.16856487,0.16856487,0.16856487,0.16856487,0.15101834,0.18017583,0.16856487
0.20401321,0.20401321,0.20569466,0.20401321,0.2103224,0.2103224,0.2103224
0.20401321,0.2103224,0.2103224,0.20330276,0.20330276,0.20330276,0.2103224
0.16856487,0.16856487,0.18491513,0.16856487,0.18017583,0.18017583,0.16856487
0.23304616,0.23304616,0.23304616,0.22175899,0.22175899,0.22175899,0.23304616
0.23304616,0.22175899,0.22175899,0.2301273,0.2301273,0.2301273,0.22175899
0.19943964,0.20710379,0.20569466,0.20401321,0.20569466,0.2103224,0.20569466
0.1631325,0.1685267,0.17972447,0.1685267,0.13363141,0.13363141,0.1685267
0.17972447,0.1685267,0.1685267,0.13363141,0.13363141,0.13363141,0.13363141
0.13363141,0.13363141,0.13363141,0.15620458,0.16865687,0.16865687,0.13363141
0.16856487,0.18491513,0.18491513,0.16856487,0.20364334,0.20364334,0.18017583
0.20710379,0.20569466,0.20569466,0.20569466,0.20569466,0.20489958,0.20569466
0.20330276,0.20870146,0.20330276,0.20444015,0.20605887,0.20605887,0.20870146
0.1718849,0.1718849,0.17551626,0.16639563,0.1703367,0.16639563,0.16639563
0.16865687,0.16865687,0.16865687,0.16865687,0.18491513,0.18491513,0.16865687
0.20870146,0.20605887,0.20605887,0.20588535,0.20588535,0.20588535,0.20605887
0.20364334,0.20364334,0.20364334,0.18125542,0.24774009,0.24774009,0.20364334
0.20489958,0.20489958,0.21591474,0.20489958,0.21591474,0.20765153,0.20489958
0.20632301,0.20605887,0.20632301,0.20588535,0.20588535,0.20594877,0.20605887
0.1703367,0.1703367,0.1703367,0.16639563,0.17246304,0.17246304,0.17246304
0.17246304,0.1685267,0.16896255,0.1685267,0.16896255,0.16896255,0.16896255
0.20489958,0.21591474,0.20765153,0.20765153,0.20632301,0.20632301,0.20765153
0.20765153,0.20765153,0.20632301,0.20605887,0.20632301,0.20632301,0.20632301
0.16896255,0.16896255,0.16896255,0.16271669,0.16271669,0.16271669,0.16271669
0.17246304,0.17246304,0.1711342,0.16896255,0.16896255,0.16896255,0.16896255
0.16896255,0.16896255,0.16896255,0.16271669,0.16271669,0.1682545,0.16896255
0.21493262,0.21493262,0.21493262,0.21165502,0.21165502,0.21165502,0.21165502
0.21165502,0.21165502,0.21165502,0.22054757,0.22054757,0.22054757,0.21165502
0.1711342,0.1711342,0.1711342,0.17361951,0.1682545,0.1682545,0.17361951
0.17361951,0.17361951,0.1682545,0.1682545,0.1682545,0.1682545,0.1682545
0.1682545,0.1682545,0.1682545,0.1682545,0.17136335,0.17136335,0.1682545
0.1682545,0.1682545,0.1682545,0.17136335,0.17136335,0.17136335,0.17136335
0.17136335,0.17136335,0.17136335,0.17136335,0.17136335,0.16790013,0.17136335
0.20985287,0.20985287,0.21578252,0.21578252,0.21578252,0.21578252,0.21578252
0.16519797,0.21789908,0.21789908,0.21789908,0.13178487,0.13178487,0.21789908
0.13178487,0.13178487,0.13178487,0.1566058,0.1566058,0.1566058,0.1566058
0.20849217,0.20849217,0.21552308,0.21578252,0.21535835,0.21549843,0.21578252
0.20411655,0.20411655,0.20849217,0.20849217,0.20849217,0.21552308,0.20849217
0.17342241,0.17342241,0.17342241,0.17693114,0.17693114,0.17693114,0.17693114
0.13178487,0.13178487,0.13178487,0.1566058,0.1566058,0.16943996,0.13178487
0.17342241,0.17342241,0.17037638,0.17693114,0.18121883,0.17693114,0.17693114
0.20914814,0.20914814,0.2071601,0.20914814,0.20094834,0.20094834,0.20914814
0.20914814,0.20914814,0.20094834,0.1995145,0.1995145,0.1995145,0.20094834
0.18490733,0.18062189,0.18062189,0.18490733,0.18062189,0.17167921,0.18062189
0.20094834,0.1995145,0.19558829,0.1995145,0.1995145,0.19596514,0.1995145
0.1995145,0.19558829,0.1995145,0.20124623,0.19596514,0.19596514,0.19596514
0.18268125,0.18268125,0.18268125,0.18761297,0.18761297,0.18703713,0.18761297
0.18761297,0.18761297,0.18761297,0.18703713,0.18703713,0.18703713,0.18703713
0.21279785,0.21279785,0.2089177,0.21279785,0.21322508,0.21322508,0.21279785
0.19596514,0.19596514,0.19596514,0.19125517,0.19125517,0.19125517,0.19596514
0.18334629,0.18334629,0.18025933,0.18268125,0.18268125,0.18268125,0.18268125
0.18062189,0.19399707,0.19399707,0.18062189,0.17167921,0.17167921,0.17167921
0.18968587,0.19596514,0.19596514,0.19125517,0.19125517,0.19125517,0.19596514
0.19899987,0.19899987,0.19899987,0.19899987,0.18981053,0.18981053,0.18981053
0.1822173,0.1822173,0.1822173,0.19399707,0.19399707,0.17167921,0.19399707
0.19899987,0.19899987,0.18920408,0.18981053,0.1891689,0.1891689,0.18981053
0.19613183,0.19613183,0.1945381,0.19233775,0.1945381,0.1945381,0.19249035
0.20649806,0.20649806,0.2146432,0.2146432,0.21069081,0.20985535,0.20649806
0.19249035,0.19249035,0.1945381,0.1945381,0.1945381,0.1945381,0.1945381
0.1939729,0.1939729,0.1939729,0.18968587,0.18968587,0.18968587,0.1939729
0.20901574,0.2044846,0.2044846,0.1910996,0.1966788,0.1910996,0.1910996
0.1966788,0.1910996,0.19512415,0.1939729,0.1939729,0.19512415,0.1939729
0.1891689,0.1891689,0.18219145,0.18219145,0.18219145,0.193861,0.18219145
0.18219145,0.18219145,0.18219145,0.193861,0.193861,0.193861,0.193861
0.193861,0.193861,0.193861,0.1957625,0.1957625,0.1957625,0.193861
0.193861,0.193861,0.1957625,0.1957625,0.1957625,0.1998112,0.1957625
0.19748615,0.19748615,0.19748615,0.19748615,0.18719347,0.18719347,0.19748615
0.19748615,0.19748615,0.18719347,0.18719347,0.18719347,0.18614534,0.18719347
0.17518824,0.18843156,0.18843156,0.17518824,0.18843156,0.19822828,0.18843156
0.19822828,0.19822828,0.15415739,0.17950785,0.20650715,0.20650715,0.17950785
0.21805012,0.21805012,0.21386161,0.21805012,0.21386161,0.2044846,0.21805012
0.2044846,0.1910996,0.1910996,0.1910996,0.1910996,0.1910996,0.1910996
0.19748615,0.1863616,0.1863616,0.1863616,0.18719347,0.18518268,0.19748615
0.19748615,0.1863616,0.18518268,0.18614534,0.18614534,0.15548784,0.18719347
0.21386161,0.21386161,0.21386161,0.21386161,0.212546,0.212546,0.21386161
0.18614534,0.18614534,0.18036039,0.18843156,0.18036039,0.18843156,0.18843156
0.2320367,0.2320367,0.22047204,0.22047204,0.22614934,0.22047204,0.22047204
0.18895976,0.19215533,0.19215533,0.19215533,0.19215533,0.19215533,0.19215533
0.2320367,0.2320367,0.22047204,0.22047204,0.22047204,0.20125736,0.22047204
0.21176814,0.20402335,0.20905782,0.20402335,0.20905782,0.20905782,0.20905782
0.212546,0.212546,0.20186615,0.212546,0.20186615,0.18998091,0.212546
0.18998091,0.19215533,0.19215533,0.19215533,0.19215533,0.19215533,0.19215533
0.2320367,0.2320367,0.22047204,0.23081966,0.20125736,0.20125736,0.22047204
0.18998091,0.18998091,0.19215533,0.19557,0.19215533,0.19215533,0.19215533
0.2320367,0.22047204,0.23081966,0.20125736,0.20125736,0.21956077,0.23081966
0.19215533,0.19711144,0.19713917,0.19711144,0.19777887,0.19777887,0.19713917
0.23195215,0.20905782,0.23195215,0.212446,0.212446,0.20887814,0.23195215
0.19713917,0.19713917,0.19713917,0.19777887,0.19777887,0.19777887,0.19713917
0.23081966,0.23081966,0.21956077,0.21956077,0.21956077,0.21956077,0.21956077
0.21956077,0.21956077,0.21956077,0.21956077,0.212457,0.212457,0.21956077
0.212457,0.212457,0.23195215,0.23195215,0.23195215,0.23195215,0.23195215
0.18998091,0.19153169,0.19557,0.19153169,0.19713917,0.19031262,0.19557
0.16212176,0.16212176,0.17160435,0.1900014,0.1900014,0.1900014,0.1900014
0.19713917,0.19031262,0.19031262,0.19777887,0.19777887,0.19777887,0.19556145
0.19777887,0.19556145,0.19777887,0.19946925,0.19946925,0.19715208,0.19777887
0.16212176,0.17160435,0.17160435,0.1900014,0.20356654,0.18786961,0.1900014
0.19777887,0.19946925,0.19715208,0.19946925,0.19512954,0.19512954,0.19715208
0.1900014,0.20356654,0.20356654,0.18786961,0.18786961,0.18786961,0.18786961
0.19406344,0.20773607,0.20773607,0.19153169,0.20124054,0.19153169,0.20124054
0.19715208,0.19715208,0.19512954,0.19512954,0.19512954,0.19512954,0.19512954
0.20773607,0.20773607,0.20773607,0.20124054,0.20124054,0.20124054,0.20124054
0.19512954,0.19512954,0.19097495,0.18356344,0.18356344,0.1820152,0.19512954
0.20356654,0.23049271,0.23049271,0.20356654,0.23049271,0.18786961,0.23049271
0.20124054,0.20124054,0.18863857,0.20124054,0.1928228,0.1998434,0.1998434
0.20773607,0.19080618,0.18863857,0.20124054,0.1998434,0.1928228,0.18863857
0.1865799,0.20937942,0.20937942,0.17994973,0.20937942,0.23049271,0.20937942
0.22799642,0.22799642,0.21263082,0.22085114,0.22085114,0.21604024,0.22085114
0.19080618,0.19080618,0.19080618,0.19080618,0.18863857,0.18863857,0.18863857
0.22085114,0.21604024,0.21604024,0.2230915,0.22554715,0.22554715,0.21604024
0.19434161,0.1820152,0.1905831,0.1820152,0.1905831,0.1934078,0.1905831
0.19080618,0.19668633,0.19668633,0.18863857,0.19595008,0.19595008,0.18863857
0.20937942,0.2051019,0.2051019,0.21757604,0.21757604,0.21757604,0.21757604
0.20112523,0.20112523,0.19379365,0.1905831,0.19379365,0.19379365,0.20112523
0.21359369,0.21359369,0.21359369,0.24067335,0.24067335,0.22165106,0.24067335
0.20003513,0.20003513,0.20003513,0.20003513,0.1946897,0.1946897,0.20003513
0.20003513,0.20003513,0.1946897,0.20219286,0.20219286,0.20219286,0.1946897
0.1946897,0.1946897,0.20219286,0.20219286,0.20219286,0.20219286,0.20219286
0.20219286,0.20219286,0.20219286,0.20219286,0.18341069,0.19882128,0.20219286
0.20219286,0.20219286,0.18341069,0.18341069,0.18703261,0.18703261,0.19882128
0.2051019,0.18703261,0.18703261,0.21757604,0.21757604,0.21757604,0.21757604
0.21359369,0.21359369,0.20300534,0.21359369,0.21428558,0.24067335,0.21359369
0.21464561,0.21464561,0.22853477,0.2187597,0.2187597,0.2187597,0.21464561
0.2045093,0.20112523,0.20279968,0.19379365,0.19379365,0.18076135,0.20279968
0.19125913,0.19125913,0.18966086,0.20003513,0.20003513,0.20003513,0.20003513
0.19379365,0.18076135,0.19379365,0.19125913,0.19610436,0.19610436,0.18076135
0.22853477,0.22853477,0.21234351,0.21234351,0.21234351,0.21234351,0.22853477
0.19834773,0.19023125,0.19023125,0.19023125,0.19956121,0.19956121,0.19023125
0.23806691,0.20901166,0.21224305,0.22853477,0.21234351,0.20977944,0.22853477
0.20901166,0.20901166,0.21224305,0.21224305,0.21224305,0.21224305,0.21224305
0.19658133,0.19658133,0.20085385,0.19440036,0.18887673,0.18887673,0.19525272
0.20085385,0.20085385,0.20085385,0.20085385,0.19440036,0.19440036,0.20085385
0.187457,0.187457,0.18930754,0.20085385,0.18930754,0.19440036,0.18930754
0.18906033,0.18652382,0.18652382,0.18979397,0.18979397,0.18979397,0.18979397
0.18979397,0.18979397,0.18979397,0.19613981,0.19613981,0.19305317,0.18979397
0.19613981,0.187457,0.1982524,0.187457,0.18930754,0.18930754,0.187457
0.18652382,0.18652382,0.18652382,0.18652382,0.18652382,0.18979397,0.18652382
0.18652382,0.18652382,0.18652382,0.18652382,0.19290881,0.19290881,0.18652382
0.18652382,0.18652382,0.19262014,0.18652382,0.190555,0.19290881,0.19290881
0.18652382,0.19262014,0.19262014,0.19290881,0.190555,0.19290881,0.190555
0.1942916,0.1942916,0.18639666,0.19182774,0.19182774,0.19182774,0.19182774
0.19182774,0.19182774,0.19182774,0.19182774,0.19182774,0.1785158,0.19182774
0.19663092,0.19663092,0.190555,0.19138564,0.19138564,0.18858239,0.19138564
0.1942916,0.19549866,0.19182774,0.1962287,0.19182774,0.1785158,0.1962287
0.19211696,0.19211696,0.1864993,0.1864993,0.19026496,0.19848375,0.19211696
0.19211696,0.1864993,0.19848375,0.19026496,0.19026496,0.19272798,0.19026496
0.18858239,0.18858239,0.18858239,0.1872577,0.1872577,0.1872577,0.1872577
0.19026496,0.19848375,0.19848375,0.19026496,0.19272798,0.19272798,0.19272798
0.1872577,0.1872577,0.18388715,0.1872577,0.18388715,0.19549866,0.1872577
0.1864993,0.19848375,0.19848375,0.19272798,0.19272798,0.19272798,0.19848375
0.19848375,0.19848375,0.19272798,0.19272798,0.19272798,0.19272798,0.19272798
0.22377515,0.22377515,0.22377515,0.22515735,0.22515735,0.21547428,0.22377515
0.19272798,0.19909303,0.19272798,0.19909303,0.20266797,0.20266797,0.19272798
0.19272798,0.19272798,0.19909303,0.20266797,0.20266797,0.20266797,0.20266797
0.22377515,0.22515735,0.21547428,0.22515735,0.21547428,0.21544845,0.21547428
0.22515735,0.21547428,0.21544845,0.22016838,0.22016838,0.21547654,0.21544845
0.19499496,0.19499496,0.198919,0.198919,0.198919,0.198919,0.198919
0.198919,0.198919,0.198919,0.198919,0.18388715,0.18388715,0.198919
0.1948571,0.1948571,0.1948571,0.1948571,0.19909303,0.19909303,0.1948571
0.18974017,0.18974017,0.17729999,0.18974017,0.20866333,0.20866333,0.18974017
0.20866333,0.19649538,0.20866333,0.19729911,0.19729911,0.19729911,0.19649538
0.20933305,0.20933305,0.20933305,0.2094478,0.2094478,0.2094478,0.2094478
0.20238629,0.21881786,0.22025827,0.21096925,0.21096925,0.22025827,0.21096925
0.20933305,0.20933305,0.20933305,0.2094478,0.2094478,0.2094478,0.20933305
0.20933305,0.20933305,0.20479079,0.2094478,0.2094478,0.21997985,0.2094478
0.21881786,0.21881786,0.21881786,0.22025827,0.22025827,0.22025827,0.21881786
0.21881786,0.22025827,0.22025827,0.22025827,0.22025827,0.22025827,0.22025827
0.22027545,0.22025827,0.23393285,0.22025827,0.22025827,0.23408261,0.22025827
0.22025827,0.22025827,0.23393285,0.22025827,0.23408261,0.22584094,0.22025827
0.22027545,0.22027545,0.23393285,0.23393285,0.23393285,0.23393285,0.22027545
0.20667228,0.20667228,0.22027545,0.20667228,0.23393285,0.23393285,0.20667228
0.22027545,0.20667228,0.20667228,0.23393285,0.23393285,0.23393285,0.23393285
0.24103971,0.24103971,0.23922133,0.23922133,0.23922133,0.23922133,0.23922133
0.20667228,0.20667228,0.20667228,0.20667228,0.20667228,0.23393285,0.20667228
0.23922133,0.23922133,0.23922133,0.22804837,0.22804837,0.22804837,0.23922133
0.2456659,0.2456659,0.24235922,0.2347876,0.21966995,0.21966995,0.2347876
0.2347876,0.24988475,0.21966995,0.22234268,0.22905338,0.23760565,0.21966995
0.21966995,0.22234268,0.22234268,0.22905338,0.23760565,0.22905338,0.23760565
0.22234268,0.22234268,0.22234268,0.22234268,0.23760565,0.23760565,0.22234268
0.2563961,0.25977686,0.2563961,0.25977686,0.25977686,0.2563961,0.25977686
0.2497589,0.24851118,0.2563961,0.25977686,0.2563961,0.2563961,0.2563961
0.25977686,0.2563961,0.2563961,0.2556361,0.26146063,0.26719716,0.26719716
0.24851118,0.2563961,0.2663808,0.2563961,0.2563961,0.2663808,0.2563961
0.2663808,0.2563961,0.2663808,0.2563961,0.2663808,0.2663808,0.2663808
0.2563961,0.2663808,0.2663808,0.27866623,0.26719716,0.27235532,0.27235532
0.25645855,0.25645855,0.26945734,0.25645855,0.25645855,0.25645855,0.25645855
0.26945734,0.25645855,0.25645855,0.25645855,0.25244692,0.2527101,0.25645855
0.25063652,0.25645855,0.25063652,0.25645855,0.25645855,0.25063652,0.25645855
0.26490453,0.26490453,0.25063652,0.25645855,0.25063652,0.25063652,0.25063652
0.25645855,0.25447974,0.25447974,0.2527101,0.2512775,0.25784355,0.25055057
0.26821104,0.26800773,0.26800773,0.27086428,0.26800773,0.27086428,0.27086428
0.25063652,0.25063652,0.25696057,0.25447974,0.25683808,0.25055057,0.25447974
0.259789,0.26800773,0.26193434,0.27086428,0.26800773,0.26800773,0.26800773
0.25780296,0.26490453,0.26424247,0.25063652,0.25696057,0.25696057,0.26424247
0.2672115,0.2672115,0.2672115,0.26424247,0.26424247,0.2603617,0.25780296
0.25696057,0.25696057,0.27034518,0.25683808,0.26271856,0.26271856,0.25131702
0.26800773,0.26193434,0.2631934,0.26800773,0.26193434,0.2615764,0.26193434
0.25131702,0.26271856,0.26512235,0.26330552,0.26231253,0.26970243,0.26271856
0.25988263,0.259789,0.26317024,0.26193434,0.2631934,0.2631934,0.26317024
0.25772738,0.26970243,0.26055694,0.25907674,0.25988263,0.25907674,0.25988263
0.25988263,0.25907674,0.25907674,0.26317024,0.26317024,0.2604394,0.25988263
0.2631934,0.2631934,0.26441216,0.2588433,0.26111898,0.2669804,0.2623797
0.26111898,0.2702679,0.26379034,0.2669804,0.26474822,0.25967237,0.26385653
0.27189556,0.2693543,0.2693543,0.26928568,0.26928568,0.2603225,0.2727504
0.2727504,0.2693543,0.26928568,0.2603225,0.27670258,0.26518482,0.26928568
0.27471912,0.27471912,0.26832086,0.28008857,0.26320887,0.2754517,0.28008857
0.28008857,0.28008857,0.26320887,0.2754517,0.2754517,0.27513278,0.2754517
0.2754517,0.2754517,0.27513278,0.2754517,0.2754517,0.27513278,0.2754517
0.2754517,0.2754517,0.27513278,0.2754517,0.27513278,0.26599672,0.2754517
0.25568593,0.27189556,0.2666446,0.27189556,0.2693543,0.2693543,0.2666446
0.2630686,0.26832086,0.25893277,0.27471912,0.26832086,0.26320887,0.26832086
0.27471912,0.26832086,0.26320887,0.28008857,0.27513278,0.2754517,0.26320887
0.2649863,0.2649863,0.26509014,0.26195386,0.2729395,0.26195386,0.2729395
0.26195386,0.26195386,0.2729395,0.2721144,0.27095997,0.27095997,0.2729395
0.2666069,0.2666069,0.2666446,0.25568593,0.25568593,0.25568593,0.25568593
0.2603225,0.2603225,0.25232664,0.27309802,0.2630686,0.2630686,0.2719904
0.2630686,0.2630686,0.26832086,0.26832086,0.26320887,0.26585537,0.25893277
0.2603225,0.25232664,0.25512934,0.2719904,0.2630686,0.2630686,0.27309802
0.26509014,0.27256134,0.27428952,0.2729395,0.27256134,0.27256134,0.27256134
0.27256134,0.2729395,0.26148978,0.27095997,0.26148978,0.25737897,0.26148978
0.26031852,0.26238072,0.25568256,0.26031852,0.2503642,0.2503642,0.2549188
0.2517483,0.2662222,0.2517483,0.2666069,0.24956413,0.24956413,0.2517483
0.2630686,0.26460862,0.25809684,0.26585537,0.26780224,0.26780224,0.25809684
0.26585537,0.26780224,0.26780224,0.26617256,0.2664661,0.2664661,0.26617256
0.27256134,0.27428952,0.27256134,0.27428952,0.27256134,0.27428952,0.27256134
0.2549188,0.2503642,0.2531815,0.2473111,0.2517483,0.2487667,0.2503642
0.2503642,0.2473111,0.2487667,0.2517483,0.2517483,0.2487667,0.2517483
0.25512934,0.25512934,0.25089115,0.26481622,0.26460862,0.2566483,0.26460862
0.26460862,0.26481622,0.2566483,0.25809684,0.25809684,0.2566483,0.26460862
0.2664661,0.2664661,0.2546521,0.2664661,0.2546521,0.2664661,0.2664661
0.2664661,0.2546521,0.2546521,0.2664661,0.2546521,0.2664661,0.2546521
0.27777004,0.27777004,0.29459116,0.27428952,0.26054513,0.27118364,0.27777004
0.26210856,0.2530793,0.263212,0.2532477,0.24902444,0.2583697,0.2530793
0.25629303,0.25629303,0.26269996,0.25629303,0.25379196,0.25469074,0.25629303
0.25408036,0.24954674,0.25408036,0.25592673,0.2508713,0.2508713,0.24954674
0.25172013,0.25172013,0.25967097,0.25172013,0.25967097,0.25777072,0.25172013
0.25857052,0.2541384,0.26036432,0.25112242,0.24728921,0.24728921,0.26038724
0.25082743,0.26824304,0.25082743,0.26824304,0.26824304,0.25082743,0.26824304
0.26797864,0.2779811,0.25537264,0.25826302,0.25629303,0.26269996,0.25826302
0.2646132,0.25857052,0.25798258,0.26038724,0.26036432,0.26036432,0.2541384
0.2508713,0.24458836,0.24773979,0.24527061,0.24527061,0.24914579,0.24773979
0.26036432,0.26036432,0.2606251,0.24728921,0.2606251,0.25189137,0.2606251
0.25082743,0.25082743,0.2604666,0.2610938,0.26047432,0.26287872,0.26047432
0.28961998,0.27859902,0.27859902,0.27859902,0.27859902,0.27859902,0.27859902
0.27859902,0.27859902,0.27859902,0.28129694,0.29012203,0.29012203,0.27859902
0.28129694,0.29012203,0.29012203,0.28129694,0.28542042,0.28542042,0.28135097
0.24466121,0.24773979,0.24795891,0.24527061,0.24914579,0.24353112,0.24773979
0.2606251,0.2606251,0.24458812,0.24458812,0.24591205,0.2499572,0.25189137
0.28135097,0.28542042,0.2862374,0.27411953,0.2742688,0.26669392,0.28542042
0.28542042,0.27411953,0.26669392,0.26512027,0.26512027,0.26669392,0.2742688
0.2742688,0.26669392,0.26512027,0.26669392,0.26173827,0.26001707,0.26512027
0.24466121,0.24466121,0.24963446,0.24773979,0.24795891,0.24426068,0.24466121
0.25189137,0.24458812,0.24458812,0.24591205,0.2499572,0.24984162,0.2499572
0.26176506,0.26176506,0.26176506,0.2604666,0.2623942,0.2623942,0.26176506
0.24755384,0.24840476,0.24840476,0.24671184,0.24755384,0.24755384,0.24755384
0.26001707,0.26408583,0.26408583,0.26001707,0.26036382,0.24840476,0.26408583
0.24840476,0.24755384,0.24840476,0.24755384,0.24840476,0.24840476,0.24840476
0.2528571,0.2500142,0.24249966,0.24969466,0.24249966,0.25653088,0.24969466
0.26176506,0.24890433,0.26176506,0.24890433,0.2623942,0.2509953,0.24890433
0.24249966,0.24722575,0.24118435,0.24249966,0.24544421,0.24544421,0.24249966
0.24466158,0.2451962,0.2407908,0.23878907,0.23759365,0.24101302,0.23737347
0.22901113,0.23618002,0.2424801,0.23981844,0.23981844,0.24347362,0.23618002
0.2701656,0.2701656,0.27734688,0.27093273,0.278112,0.26219556,0.27093273
0.27093273,0.27093273,0.278112,0.28675944,0.26131275,0.26131275,0.26219556
0.24722575,0.24118435,0.24666265,0.24249966,0.24544421,0.24544421,0.24544421
0.23362695,0.23618002,0.2424801,0.23981844,0.24347362,0.24347362,0.2424801
0.23618002,0.2424801,0.2424801,0.23981844,0.24347362,0.25366896,0.24347362
0.24118435,0.24666265,0.2403314,0.24544421,0.24585326,0.24544421,0.24544421
0.23752707,0.23191501,0.2434956,0.24204095,0.23798396,0.23509005,0.23798396
0.24204095,0.23798396,0.23509005,0.24508177,0.2424801,0.2424801,0.23362695
0.24808405,0.24808405,0.24783647,0.24808405,0.24808405,0.24808405,0.24808405
0.24808405,0.24808405,0.24808405,0.24399592,0.24399592,0.24344485,0.24808405
0.23798396,0.23509005,0.23509005,0.23362695,0.24508177,0.2424801,0.24508177
0.26440573,0.26241973,0.26691222,0.27577242,0.27603936,0.27577242,0.26990053
0.26990053,0.27577242,0.27577242,0.26388702,0.26640528,0.26188454,0.27603936
0.27374893,0.26573247,0.26573247,0.24808405,0.24783647,0.24808405,0.24783647
0.24034464,0.24350275,0.24034464,0.24350275,0.23923303,0.23598775,0.24034464
0.24034464,0.24034464,0.24350275,0.23598775,0.23923303,0.24167104,0.23923303
0.23923303,0.23598775,0.24167104,0.23752707,0.2389422,0.24311319,0.23923303
0.23509005,0.23509005,0.24381827,0.24508177,0.25052342,0.24891913,0.24508177
0.26573247,0.26573247,0.2522569,0.24783647,0.2522569,0.2522569,0.24783647
0.24344485,0.24344485,0.24609058,0.24487033,0.23931526,0.24700056,0.24681157
0.2447495,0.2447495,0.2431141,0.24630077,0.24429266,0.2416333,0.24630077
0.2389422,0.24311319,0.23552456,0.24552816,0.23509005,0.24381827,0.24311319
0.24681157,0.23931526,0.24475962,0.23931526,0.23624204,0.2364043,0.24700056
0.25052342,0.24891913,0.25003812,0.25702712,0.25702712,0.24014458,0.24891913
0.2522569,0.2522569,0.2509538,0.25057122,0.24461669,0.24237868,0.25057122
0.24237868,0.24700056,0.24644144,0.23624204,0.2364043,0.2364043,0.24475962
0.24429266,0.24429266,0.24921395,0.2416333,0.24359645,0.24022195,0.24078485
0.24022195,0.24350275,0.24022195,0.24350275,0.24022195,0.24022195,0.24022195
0.25057122,0.24461669,0.24461669,0.24240737,0.24237868,0.24763863,0.24237868
0.24237868,0.24240737,0.24763863,0.24475962,0.24644144,0.24644144,0.24237868
0.24022195,0.24022195,0.24064878,0.2449358,0.24293832,0.2417412,0.2449358
0.24022195,0.24064878,0.23666856,0.24022195,0.24022195,0.24064878,0.24064878
0.24022195,0.24064878,0.24022195,0.2449358,0.24293832,0.24485272,0.24064878
0.27096337,0.26782796,0.2669604,0.26782796,0.2794881,0.27038476,0.26782796
0.26782796,0.26782796,0.2794881,0.2623573,0.2655731,0.26734355,0.27038476
0.23666856,0.23666856,0.23564957,0.23666856,0.24135701,0.24135701,0.23666856
0.23666856,0.23666856,0.24135701,0.24485272,0.24135701,0.24293706,0.24135701
0.24135701,0.24135701,0.24485272,0.24293706,0.24446912,0.24446912,0.24135701
0.24485272,0.24135701,0.24293706,0.24446912,0.23718385,0.23989455,0.24446912
0.24446912,0.24446912,0.23993887,0.23718385,0.23441297,0.23856416,0.23989455
0.25415802,0.2460702,0.25415802,0.2495383,0.2507388,0.2507388,0.2460702
0.2391784,0.2391784,0.23403648,0.22578119,0.232473,0.21815151,0.23093258
0.232473,0.21815151,0.21815151,0.21815151,0.232473,0.21815151,0.232473
0.25376117,0.25376117,0.2460769,0.2507388,0.2460769,0.24479929,0.25376117
