feature_0,feature_1,feature_2,feature_3,feature_4,clor_val
0.21805012,0.21386161,0.21386161,0.21805012,0.21386161,0.21386161
0.1910996,0.18895976,0.1910996,0.1910996,0.19215533,0.1910996
0.212546,0.1910996,0.1910996,0.19215533,0.19215533,0.18895976
0.21386161,0.212546,0.212546,0.212546,0.18895976,0.212546
0.18614534,0.18036039,0.18036039,0.18843156,0.18036039,0.18036039
0.22047204,0.20125736,0.20887075,0.21176814,0.20504886,0.20125736
0.18036039,0.18036039,0.18036039,0.18036039,0.18036039,0.18036039
0.22047204,0.22047204,0.23081966,0.20125736,0.20125736,0.20125736
0.20905782,0.20905782,0.20905782,0.20905782,0.212446,0.20905782
0.18036039,0.18036039,0.1900014,0.18036039,0.1900014,0.18036039
0.22047204,0.23081966,0.23081966,0.20125736,0.21956077,0.20125736
0.20905782,0.23195215,0.20905782,0.212446,0.212446,0.20905782
0.18998091,0.18998091,0.19215533,0.19557,0.19215533,0.19557
0.18036039,0.1900014,0.1900014,0.18036039,0.1900014,0.1900014
0.18536793,0.18536793,0.18536793,0.18536793,0.18536793,0.18536793
0.18536793,0.18536793,0.18536793,0.18536793,0.18536793,0.18536793
0.23081966,0.23081966,0.20125736,0.21956077,0.21956077,0.21956077
0.18998091,0.18998091,0.19557,0.19557,0.19713917,0.19557
0.18536793,0.17009552,0.18536793,0.18536793,0.17009552,0.18536793
0.18536793,0.18536793,0.17009552,0.18536793,0.17009552,0.18536793
0.21956077,0.21956077,0.212457,0.23195215,0.23195215,0.212457
0.18536793,0.17009552,0.18536793,0.17009552,0.17009552,0.17009552
0.18536793,0.17009552,0.17009552,0.18536793,0.17009552,0.17009552
0.26811504,0.26811504,0.21956077,0.21956077,0.21956077,0.23081966
0.17009552,0.17009552,0.17009552,0.17009552,0.17009552,0.17009552
0.17009552,0.17009552,0.17009552,0.17009552,0.17009552,0.17009552
0.19031262,0.19031262,0.19031262,0.19031262,0.19556145,0.19031262
0.19153169,0.19153169,0.19031262,0.19031262,0.19031262,0.19031262
0.19715208,0.19715208,0.19512954,0.19512954,0.19512954,0.19715208
0.20356654,0.20356654,0.23049271,0.18786961,0.18786961,0.18786961
0.20124054,0.20124054,0.20124054,0.1998434,0.1998434,0.20124054
0.19512954,0.1820152,0.18356344,0.1820152,0.1820152,0.19097495
0.23049271,0.23049271,0.23049271,0.23049271,0.23049271,0.23049271
0.19097495,0.1820152,0.1820152,0.1820152,0.1820152,0.1820152
0.1820152,0.1820152,0.1820152,0.1820152,0.1820152,0.1820152
0.1820152,0.1905831,0.1820152,0.1820152,0.1905831,0.1820152
0.20937942,0.20937942,0.20937942,0.20937942,0.20937942,0.20937942
0.19080618,0.19080618,0.19668633,0.18863857,0.18863857,0.18863857
0.18863857,0.19595008,0.19595008,0.19595008,0.19361575,0.19595008
0.19434161,0.20112523,0.1905831,0.1905831,0.1905831,0.19434161
0.19595008,0.19595008,0.19595008,0.19361575,0.20161648,0.19361575
0.19434161,0.20112523,0.1905831,0.1905831,0.19379365,0.20112523
0.21757604,0.21757604,0.21757604,0.21757604,0.21757604,0.21757604
0.21757604,0.21757604,0.21757604,0.21757604,0.21757604,0.21757604
0.22165106,0.21464561,0.21464561,0.21464561,0.21464561,0.21464561
0.19361575,0.19834773,0.19834773,0.20161648,0.19629611,0.20161648
0.19882128,0.18703261,0.18703261,0.18703261,0.18703261,0.18703261
0.18703261,0.18703261,0.18703261,0.18703261,0.21757604,0.18703261
0.21464561,0.22853477,0.2187597,0.2187597,0.21234351,0.22853477
0.19834773,0.19834773,0.19834773,0.19834773,0.19629611,0.19834773
0.2045093,0.2045093,0.20279968,0.20279968,0.20279968,0.2045093
0.2045093,0.20279968,0.20279968,0.19379365,0.18076135,0.20279968
0.20279968,0.20279968,0.19379365,0.19379365,0.18076135,0.18076135
0.22853477,0.22853477,0.2187597,0.21234351,0.21234351,0.22853477
0.19956121,0.19956121,0.19956121,0.19658133,0.19658133,0.19658133
0.23806691,0.21224305,0.22853477,0.21224305,0.21224305,0.20901166
0.19658133,0.19658133,0.19658133,0.19658133,0.19525272,0.19658133
0.20208797,0.20208797,0.19922906,0.20097937,0.20901166,0.1984514
0.20901166,0.20490853,0.21224305,0.21224305,0.21224305,0.20901166
0.20085385,0.20085385,0.20085385,0.19440036,0.18887673,0.19440036
0.18979397,0.19613981,0.187457,0.1982524,0.1982524,0.19305317
0.19613981,0.19305317,0.187457,0.1982524,0.187457,0.1982524
0.19262014,0.19262014,0.19262014,0.190555,0.190555,0.190555
0.1942916,0.1942916,0.19182774,0.19182774,0.19182774,0.1942916
0.19262014,0.19663092,0.190555,0.19138564,0.19138564,0.190555
0.1942916,0.1942916,0.19182774,0.19182774,0.19182774,0.1942916
0.19182774,0.19182774,0.19182774,0.1785158,0.19211696,0.1785158
0.190555,0.19138564,0.19138564,0.18858239,0.18858239,0.19138564
0.1785158,0.1785158,0.1785158,0.19211696,0.19211696,0.19211696
0.19138564,0.18858239,0.18858239,0.18858239,0.1872577,0.18858239
0.1785158,0.1785158,0.19211696,0.1864993,0.1864993,0.18557367
0.19272798,0.20266797,0.19881904,0.19881904,0.20266797,0.19881904
0.19881904,0.20266797,0.19881904,0.20266797,0.19976535,0.19881904
0.1864993,0.1864993,0.1864993,0.19848375,0.19848375,0.19848375
0.19881904,0.20266797,0.20266797,0.19976535,0.19211388,0.19976535
0.1872577,0.18388715,0.18388715,0.1872577,0.18388715,0.18388715
0.19848375,0.19272798,0.19272798,0.19272798,0.19272798,0.19272798
0.20266797,0.20266797,0.20266797,0.19976535,0.19211388,0.19976535
0.21915399,0.21915399,0.21915399,0.21474993,0.21474993,0.21915399
0.22016838,0.21544845,0.22016838,0.21004505,0.21547654,0.21547654
0.22016838,0.21547654,0.21004505,0.19501764,0.19501764,0.21547654
0.21004505,0.21547654,0.19501764,0.19499496,0.19499496,0.19501764
0.19501764,0.19501764,0.19499496,0.19499496,0.19499496,0.19499496
0.19499496,0.19499496,0.19499496,0.198919,0.198919,0.19499496
0.198919,0.198919,0.198919,0.18388715,0.18388715,0.18388715
0.198919,0.19881478,0.198919,0.18974017,0.18388715,0.198919
0.21915399,0.21915399,0.21474993,0.21474993,0.21474993,0.21474993
0.19881478,0.19881478,0.18974017,0.18974017,0.18974017,0.18974017
0.19881478,0.18974017,0.17729999,0.18974017,0.18974017,0.18974017
0.19881478,0.18974017,0.18974017,0.18974017,0.17729999,0.17729999
0.20866333,0.20866333,0.19649538,0.19649538,0.19729911,0.20866333
0.17729999,0.18974017,0.17729999,0.20866333,0.19649538,0.17729999
0.20556009,0.20556009,0.20933305,0.20933305,0.20933305,0.20933305
0.20933305,0.20933305,0.20933305,0.2094478,0.2094478,0.20933305
0.20238629,0.21881786,0.21881786,0.21096925,0.22025827,0.20238629
0.21096925,0.22025827,0.21096925,0.22025827,0.22584094,0.21096925
0.20238629,0.21881786,0.20238629,0.21881786,0.21881786,0.21881786
0.20479079,0.20933305,0.20479079,0.2094478,0.2094478,0.20933305
0.20479079,0.20479079,0.20933305,0.20479079,0.2094478,0.20479079
0.2094478,0.2094478,0.22064112,0.22064112,0.22064112,0.21997985
0.20479079,0.20479079,0.20479079,0.20479079,0.21997985,0.20479079
0.20479079,0.20479079,0.20479079,0.20479079,0.21997985,0.20479079
0.23408261,0.23408261,0.23408261,0.23408261,0.259366,0.23408261
0.20667228,0.20667228,0.22027545,0.23393285,0.23393285,0.22027545
0.22804837,0.20667228,0.22027545,0.20667228,0.20667228,0.20667228
0.23393285,0.23393285,0.23393285,0.23408261,0.23408261,0.23393285
0.23393285,0.23393285,0.23408261,0.23408261,0.23408261,0.23408261
0.23408261,0.23408261,0.23408261,0.259366,0.259366,0.23408261
0.20667228,0.20667228,0.20667228,0.20667228,0.20667228,0.20667228
0.22804837,0.22804837,0.20667228,0.20667228,0.20667228,0.20667228
0.2456659,0.2456659,0.2347876,0.2347876,0.21966995,0.2347876
0.21966995,0.21966995,0.22234268,0.23760565,0.22905338,0.22905338
0.26088864,0.26088864,0.26088864,0.24051611,0.23776627,0.24051611
0.25977686,0.25977686,0.25054824,0.25977686,0.2556361,0.25977686
0.25977686,0.25977686,0.2563961,0.26719716,0.26146063,0.2556361
0.24450502,0.24450502,0.2497589,0.2563961,0.2563961,0.24851118
0.2663808,0.2663808,0.2663808,0.2663808,0.30117568,0.2663808
0.2663808,0.2663808,0.30117568,0.27235532,0.27235532,0.27866623
0.2663808,0.2663808,0.30117568,0.2663808,0.30117568,0.30117568
0.2663808,0.30117568,0.30117568,0.2663808,0.27866623,0.30117568
0.27017033,0.27699208,0.27522236,0.27522236,0.27699208,0.27017033
0.27017033,0.27017033,0.27699208,0.27522236,0.27699208,0.27522236
0.25645855,0.25645855,0.2527101,0.25244692,0.2512775,0.25244692
0.25244692,0.2527101,0.2512775,0.25694585,0.2590913,0.25244692
0.25244692,0.2512775,0.2590913,0.25459266,0.25459266,0.25694585
0.25694585,0.2590913,0.25784355,0.25459266,0.25799197,0.25459266
0.2527101,0.25055057,0.2512775,0.2590913,0.25784355,0.25784355
0.2512775,0.25784355,0.2590913,0.25459266,0.25799197,0.25784355
0.26821104,0.26800773,0.27086428,0.27086428,0.26800773,0.26800773
0.26490453,0.26424247,0.25063652,0.25063652,0.25696057,0.26490453
0.25063652,0.25696057,0.25696057,0.25447974,0.25131702,0.25683808
0.259789,0.26317024,0.26193434,0.26193434,0.2631934,0.259789
0.26271856,0.26330552,0.26970243,0.25772738,0.26970243,0.26231253
0.26193434,0.26193434,0.2631934,0.2588433,0.2615764,0.2615764
0.26193434,0.2631934,0.2631934,0.2615764,0.2623797,0.2588433
0.2623797,0.26111898,0.2702679,0.26385653,0.25967237,0.2669804
0.2727504,0.27208093,0.26928568,0.27670258,0.26518482,0.26928568
0.26709682,0.26832086,0.27471912,0.28008857,0.28008857,0.27471912
0.27189556,0.2666446,0.2693543,0.2727504,0.2693543,0.27189556
0.2702679,0.26379034,0.26651797,0.26385653,0.2652542,0.26474822
0.26379034,0.26651797,0.26031852,0.26474822,0.26031852,0.2652542
0.2719904,0.27309802,0.2630686,0.26832086,0.25893277,0.2630686
0.26832086,0.26320887,0.26585537,0.26320887,0.26617256,0.27513278
0.2649863,0.26509014,0.27256134,0.2729395,0.27256134,0.2729395
0.2729395,0.26148978,0.27095997,0.27095997,0.26148978,0.2729395
0.26651797,0.26031852,0.26238072,0.2652542,0.2549188,0.26031852
0.2662222,0.2517483,0.2666069,0.2666069,0.24956413,0.2662222
0.2719904,0.27309802,0.2630686,0.25893277,0.25809684,0.2630686
0.26320887,0.26585537,0.26780224,0.27513278,0.26617256,0.26617256
0.26617256,0.2664661,0.2664661,0.2664661,0.2664661,0.2664661
0.2664661,0.2664661,0.2546521,0.26012668,0.26012668,0.2664661
0.26104674,0.25769448,0.2669627,0.25885612,0.2574975,0.25918415
0.25769448,0.25918415,0.2669627,0.2574975,0.2574975,0.25885612
0.2546521,0.2546521,0.25172013,0.2546521,0.25172013,0.2546521
0.27416527,0.27777004,0.29459116,0.27777004,0.29459116,0.29459116
0.27777004,0.29459116,0.29459116,0.27777004,0.27777004,0.29459116
0.2530793,0.26797864,0.24902444,0.2583697,0.25537264,0.263212
0.2546521,0.25172013,0.25172013,0.2546521,0.25172013,0.25172013
0.26824304,0.26824304,0.26824304,0.26278463,0.26194075,0.26824304
0.263212,0.2779811,0.2583697,0.25537264,0.25826302,0.26797864
0.26824304,0.26824304,0.25082743,0.26278463,0.2610938,0.26194075
0.25537264,0.25826302,0.25826302,0.25629303,0.25629303,0.26269996
0.24954674,0.2508713,0.24746239,0.24458836,0.24773979,0.2508713
0.25172013,0.25967097,0.25967097,0.25777072,0.2646132,0.25777072
0.26038724,0.26036432,0.26036432,0.24728921,0.2606251,0.24728921
0.25082743,0.26824304,0.26824304,0.25082743,0.26047432,0.25082743
0.26824304,0.25082743,0.26047432,0.26194075,0.26047432,0.2610938
0.25082743,0.26047432,0.2604666,0.2610938,0.26287872,0.26047432
0.26512027,0.26669392,0.26001707,0.26173827,0.26001707,0.26001707
0.24755384,0.24755384,0.24466121,0.24466121,0.24656194,0.24671184
0.24458812,0.24458812,0.2499572,0.24466158,0.24984162,0.2499572
0.26669392,0.26001707,0.26408583,0.26001707,0.26408583,0.26001707
0.25174832,0.24969466,0.24969466,0.24458812,0.24458812,0.25653088
0.26176506,0.24890433,0.26176506,0.26176506,0.24890433,0.26176506
0.26176506,0.26176506,0.24890433,0.2623942,0.2509953,0.2623942
0.2500142,0.24249966,0.24722575,0.24969466,0.24249966,0.24249966
0.24466158,0.2451962,0.23737347,0.23759365,0.24101302,0.23878907
0.24130702,0.22901113,0.23618002,0.23981844,0.23981844,0.23618002
0.23618002,0.23618002,0.23981844,0.24890433,0.25366896,0.23981844
0.2407908,0.24466158,0.2407908,0.23878907,0.23737347,0.2451962
0.2407908,0.2407908,0.2451962,0.2407908,0.23737347,0.2407908
0.26219556,0.26131275,0.27678162,0.2668299,0.26388702,0.26131275
0.23362695,0.24508177,0.2424801,0.24347362,0.24347362,0.2424801
0.27734688,0.27734688,0.26241973,0.26241973,0.26990053,0.26440573
0.24666265,0.2403314,0.2447495,0.24544421,0.24630077,0.24585326
0.24034464,0.2407908,0.24034464,0.2407908,0.23923303,0.24034464
0.23923303,0.2389422,0.23798396,0.2434956,0.24552816,0.23752707
0.2403314,0.2447495,0.2447495,0.24585326,0.24630077,0.24630077
0.2398458,0.24350275,0.24034464,0.24034464,0.24350275,0.24034464
0.24783647,0.25057122,0.24344485,0.24609058,0.24681157,0.24344485
0.24034464,0.24350275,0.24034464,0.24350275,0.24350275,0.24350275
0.24552816,0.24311319,0.23509005,0.24508177,0.25052342,0.24381827
0.23509005,0.24381827,0.24508177,0.24891913,0.24891913,0.25052342
0.24508177,0.25052342,0.24891913,0.25702712,0.25702712,0.24891913
0.2522569,0.2522569,0.24783647,0.25057122,0.24344485,0.25057122
0.24350275,0.24022195,0.24350275,0.24350275,0.24022195,0.24350275
0.24167104,0.2417412,0.2417412,0.24311319,0.24311319,0.23552456
0.24891913,0.24891913,0.25003812,0.25702712,0.24014458,0.25702712
0.23598775,0.2449358,0.2449358,0.2417412,0.23552456,0.2417412
0.24064878,0.24135701,0.24293832,0.24135701,0.24446912,0.24485272
0.27038476,0.2655731,0.2655731,0.26088294,0.2567574,0.26734355
0.26734355,0.26088294,0.2546729,0.2546729,0.250918,0.2567574
0.2567574,0.2546729,0.25835264,0.2574246,0.2574246,0.250918
0.23989455,0.23441297,0.23441297,0.2359485,0.2391784,0.23856416
0.250918,0.2574246,0.25415802,0.25415802,0.2460702,0.2574246
0.23856416,0.2359485,0.2359485,0.2391784,0.23093258,0.2391784
0.25415802,0.2460702,0.25415802,0.25415802,0.2460702,0.2460702
0.232473,0.21815151,0.22543551,0.232473,0.21840471,0.21815151
0.26069802,0.26069802,0.25007296,0.25007296,0.25007296,0.26069802
0.23768878,0.23655318,0.2325351,0.23403648,0.23055181,0.2325351
0.23655318,0.2325351,0.2325351,0.23403648,0.23403648,0.23055181
0.21815151,0.22543551,0.22543551,0.21815151,0.2222267,0.21840471
0.26818216,0.26493543,0.26592818,0.2670075,0.249985,0.25766325
0.26493543,0.25766325,0.26592818,0.249985,0.249985,0.2670075
0.249985,0.2608917,0.26069802,0.26069802,0.2652331,0.26332077
0.22543551,0.22543551,0.22323784,0.21840471,0.2222267,0.22543551
0.22885542,0.22815543,0.22444564,0.22885542,0.2252831,0.22444564
0.22815543,0.22444564,0.22623312,0.22444564,0.23015074,0.2252831
0.22444564,0.22623312,0.22623312,0.2252831,0.23015074,0.23015074
0.2464429,0.24817374,0.24817374,0.2468486,0.2468486,0.24376021
0.24685067,0.24303557,0.25557643,0.24817374,0.24376021,0.24817374
0.22268799,0.22268799,0.22136073,0.21819068,0.22269033,0.21819068
0.2298939,0.22765891,0.22633398,0.22633398,0.22545284,0.2297625
0.26465234,0.26465234,0.24954437,0.26465234,0.26005366,0.26465234
0.2297625,0.22633398,0.22767332,0.22256635,0.22256635,0.22545284
0.22142567,0.2139092,0.21895142,0.21764079,0.22189854,0.22189854
0.24954437,0.25034392,0.25793493,0.25238657,0.25141692,0.24954437
0.23384383,0.21837819,0.23384383,0.2264963,0.2264963,0.2264963
0.22016282,0.22016282,0.21602799,0.2170136,0.22118554,0.21881525
0.2139092,0.21895142,0.21895142,0.22189854,0.22274664,0.22189854
0.25354818,0.24961866,0.31162113,0.24273005,0.23342055,0.24273005
0.23115154,0.23021285,0.22301444,0.2187121,0.21519375,0.23425028
0.21895142,0.21895142,0.21641442,0.22189854,0.22321498,0.22274664
0.22412944,0.22006857,0.22412944,0.2205518,0.2205518,0.22006857
0.22412944,0.22006857,0.22006857,0.22412944,0.2205518,0.2205518
0.23342055,0.22994792,0.22039837,0.21837819,0.22039837,0.23342055
0.22203115,0.21895804,0.23425028,0.22301444,0.2179702,0.23115154
0.21895142,0.21641442,0.21641442,0.22274664,0.22321498,0.22321498
0.22006857,0.22064197,0.2205518,0.2205518,0.22402734,0.22006857
0.22006857,0.22006857,0.22064197,0.2205518,0.22402734,0.2205518
0.21718483,0.21784383,0.22608231,0.21686314,0.21506171,0.22032642
0.21686314,0.21506171,0.21731253,0.21609356,0.2195498,0.2195498
0.21731253,0.2195498,0.21609356,0.21641442,0.21641442,0.2195498
0.21609356,0.2195498,0.21641442,0.22321498,0.22321498,0.21641442
0.22006857,0.22064197,0.2205518,0.22402734,0.22402734,0.22064197
0.22006857,0.22064197,0.22064197,0.2205518,0.22402734,0.22402734
0.21718483,0.21369277,0.21369277,0.21718483,0.21369277,0.21369277
0.22064197,0.22511412,0.22402734,0.22402734,0.21965428,0.22064197
0.22064197,0.22064197,0.22511412,0.22402734,0.21965428,0.22402734
0.26256308,0.32051593,0.24432337,0.32051593,0.24432337,0.32051593
0.22994792,0.22044858,0.22039837,0.2143805,0.2143805,0.22688146
0.22887696,0.22688146,0.2143805,0.2143805,0.21342555,0.22044858
0.24432337,0.22887696,0.22994678,0.22994678,0.22044858,0.22887696
0.21481349,0.21554236,0.21554236,0.21481349,0.21554236,0.21481349
0.26029214,0.2596159,0.26029214,0.27639234,0.2823604,0.2823604
0.21554236,0.21554236,0.21467826,0.21481349,0.21467826,0.21554236
0.2574751,0.25274742,0.25274742,0.2596159,0.2823604,0.2596159
0.28870377,0.33192927,0.30683059,0.32365936,0.32365936,0.28870377
0.21554236,0.21467826,0.21467826,0.21554236,0.21467826,0.21467826
0.25274742,0.25274742,0.2621057,0.2596159,0.25082,0.2596159
0.28870377,0.33192927,0.32365936,0.32365936,0.3434351,0.33192927
0.22356576,0.21636944,0.21635185,0.21636944,0.21635185,0.21636944
0.21467826,0.21467826,0.20562194,0.21467826,0.20562194,0.21467826
0.21563971,0.21659276,0.21563971,0.21659276,0.21659276,0.21659276
0.21563971,0.21659276,0.21659276,0.21563971,0.21659276,0.21659276
0.25274742,0.2621057,0.2596159,0.25082,0.26033264,0.25082
0.21636944,0.22152132,0.21636944,0.22152132,0.22152132,0.21636944
0.21659276,0.21075553,0.21659276,0.21659276,0.21075553,0.21659276
0.21659276,0.21659276,0.21075553,0.21659276,0.21075553,0.21659276
0.26033264,0.26133883,0.26133883,0.26033264,0.26133883,0.26033264
0.21659276,0.20872569,0.21659276,0.21075553,0.21075553,0.21075553
0.21659276,0.21075553,0.20872569,0.21659276,0.21075553,0.21075553
0.24128163,0.24692355,0.25082,0.24692355,0.24692355,0.25086308
0.21075553,0.20872569,0.21075553,0.21075553,0.20872569,0.20872569
0.21075553,0.20872569,0.20872569,0.21075553,0.20872569,0.21075553
0.22152132,0.21515293,0.21731712,0.21471919,0.2116757,0.21731712
0.21515293,0.21921915,0.21515293,0.2151929,0.21731712,0.21731712
0.2096593,0.21007493,0.2096593,0.21048546,0.21048546,0.21007493
0.1937865,0.19810237,0.19810237,0.1937865,0.19220673,0.1937865
0.22115955,0.22115955,0.23780942,0.23780942,0.21753398,0.22115955
0.2107994,0.20932308,0.2107994,0.20700964,0.20902741,0.2107994
0.19810237,0.19618405,0.19618405,0.19810237,0.19618405,0.19618405
0.2107994,0.20932308,0.20700964,0.20902741,0.20902741,0.20932308
0.20932308,0.20801541,0.20902741,0.20902741,0.20424232,0.20932308
0.20932308,0.20801541,0.20902741,0.20424232,0.20424232,0.20801541
0.18845369,0.18977563,0.18977563,0.19308132,0.18730105,0.18730105
0.22689445,0.23554374,0.23932232,0.23113926,0.23932232,0.23932232
0.23932232,0.23582982,0.23582982,0.23582982,0.23802727,0.23582982
0.21053275,0.20739463,0.21053275,0.19689816,0.19689816,0.20739463
0.23582982,0.23582982,0.28110868,0.26768738,0.23699456,0.23802727
0.20739463,0.2030096,0.19689816,0.19689816,0.19230455,0.20739463
0.18441586,0.18938747,0.18938747,0.18441586,0.18938747,0.18938747
0.18938747,0.18938747,0.19199847,0.18938747,0.19199847,0.18938747
0.24830182,0.2516903,0.2458182,0.24399355,0.24444738,0.2557268
0.26768738,0.26768738,0.26434302,0.23699456,0.25196868,0.24961054
0.19418788,0.1874197,0.19199847,0.20415625,0.20415625,0.19410612
0.1874197,0.19410612,0.19199847,0.20415625,0.19199847,0.20415625
0.24444738,0.25127822,0.2492432,0.2492432,0.25580534,0.25017694
0.26434302,0.24806897,0.24806897,0.26434302,0.25196868,0.26142603
0.21689694,0.21689694,0.21960185,0.2166758,0.21960185,0.21960185
0.21960185,0.21960185,0.2166758,0.2139649,0.21193044,0.21960185
0.2166758,0.21960185,0.2139649,0.198497,0.198497,0.21193044
0.25017694,0.26544547,0.2492432,0.25580534,0.25580534,0.25127822
0.24097696,0.24008502,0.23360355,0.2142423,0.2142423,0.24008502
0.26390567,0.27268213,0.26144466,0.26811296,0.26494077,0.26349744
0.24008502,0.2142423,0.2217787,0.22354345,0.22354345,0.2142423
0.28388935,0.28673542,0.28673542,0.28673542,0.28118634,0.28673542
0.28118634,0.2676045,0.27268213,0.2684547,0.26137263,0.27124318
0.22354345,0.21617763,0.21617763,0.22354345,0.2215032,0.21822308
0.29337263,0.25315174,0.25315174,0.29944843,0.33416802,0.3731569
0.25315174,0.3731569,0.25315174,0.33416802,0.26022065,0.29944843
0.25780597,0.27381316,0.28165013,0.25780597,0.27381316,0.27381316
0.24588339,0.25708625,0.24977607,0.24977607,0.25708625,0.24977607
0.28165013,0.28883302,0.27381316,0.28883302,0.27958694,0.28165013
0.24977607,0.2712048,0.24977607,0.25708625,0.26930296,0.25708625
0.25432596,0.2579708,0.2579708,0.27675354,0.27675354,0.27675354
0.28165013,0.28883302,0.28883302,0.27958694,0.28618106,0.27958694
0.27675354,0.27675354,0.2730122,0.2730122,0.28229725,0.27675354
0.27958694,0.27958694,0.29061884,0.2891857,0.28350294,0.28618106
0.26930296,0.2730122,0.2730122,0.2730122,0.27982587,0.27982587
0.28281808,0.26978397,0.2815308,0.2867362,0.2867362,0.26978397
0.26978397,0.26978397,0.2815308,0.2867362,0.2888824,0.2867362
0.2730122,0.27982587,0.28229725,0.28251278,0.28811616,0.28019238
0.2867362,0.2867362,0.28628936,0.2841462,0.26795253,0.2888824
0.292537,0.28671554,0.27506444,0.292537,0.2800445,0.28395808
0.28811616,0.28281808,0.28281808,0.27937204,0.29129422,0.28200063
0.2867362,0.28628936,0.28628936,0.2888824,0.26795253,0.2841462
0.27341726,0.27341726,0.27974808,0.26655188,0.27812943,0.27854955
0.29465306,0.29990327,0.29311806,0.29311806,0.29359156,0.2993693
0.29311806,0.2993693,0.29311806,0.28599864,0.28599864,0.29359156
0.29311806,0.29359156,0.28599864,0.28599864,0.28599864,0.28599864
0.28599864,0.28599864,0.28599864,0.2906164,0.2906164,0.28599864
0.28599864,0.28599864,0.2906164,0.29914284,0.29051062,0.2906164
0.29914284,0.29051062,0.28611374,0.27506444,0.2800445,0.27781627
0.29051062,0.3075173,0.29051062,0.28157443,0.27781627,0.28611374
0.27974808,0.2872062,0.27812943,0.2753009,0.2753009,0.2798236
0.3075173,0.30912298,0.28157443,0.2986464,0.30192387,0.30589244
0.30912298,0.30589244,0.32982045,0.30192387,0.29750776,0.2986464
0.30912298,0.2986464,0.30192387,0.29750776,0.29750776,0.32982045
0.30192387,0.31549206,0.30066723,0.30066723,0.30560464,0.31549206
0.32982045,0.29750776,0.30606514,0.31549206,0.30066723,0.29750776
0.39523596,0.40599623,0.37798864,0.3750124,0.40314502,0.39523596
0.39523596,0.37798864,0.40314502,0.3864064,0.3816281,0.3750124
0.32228082,0.32228082,0.33751398,0.32082704,0.33172494,0.33751398
0.32082704,0.33172494,0.32035142,0.33172494,0.3324139,0.32082704
0.32228082,0.34307158,0.33751398,0.33751398,0.34550658,0.32228082
0.3746406,0.40314502,0.3746406,0.3816281,0.38547057,0.40314502
0.3746406,0.38782942,0.40314502,0.37236297,0.38547057,0.3746406
0.38547057,0.37525678,0.39771566,0.40975675,0.36887103,0.3779561
0.3746406,0.38782942,0.3746406,0.37236297,0.36695713,0.38782942
0.3746406,0.38782942,0.38782942,0.3746406,0.36695713,0.37236297
0.34071052,0.3423801,0.34640962,0.33516622,0.33898914,0.33516622
0.36392453,0.35316926,0.3560006,0.3475644,0.34798056,0.35678157
0.36392453,0.36392453,0.35678157,0.35316926,0.35316926,0.36392453
0.3475644,0.34798056,0.3475644,0.34640962,0.33421046,0.34798056
0.3475644,0.34798056,0.34640962,0.33516622,0.31712478,0.33421046
0.34640962,0.33421046,0.33516622,0.33898914,0.33308133,0.31712478
0.36392453,0.35782093,0.39304894,0.35316926,0.36960882,0.36960882
0.35782093,0.38748884,0.35782093,0.36960882,0.36960882,0.39304894
0.4980559,0.49399066,0.5078189,0.4798309,0.50995845,0.50995845
0.50995845,0.4798309,0.48132265,0.46270594,0.46090132,0.49272352
0.40603492,0.40603492,0.37402266,0.42814127,0.36584207,0.40603492
